"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"11","AMPK signaling pathway",3.25918287301949e-06,0.00012330269811752,0.627256739718528,0.415124216928718,2.10908167571043,87,"EIF4EBP1;PFKP;IRS2;IGF1R;INS1;PIK3R1;PIK3R3;CREB3L2;HNF4A;G6PC2;HMGCR;CREB3;PFKL;RAB14;CCND1;GYS1;SREBF1;FOXO1;AKT3;PFKM;PDPK1;MLYCD;STK11;TBC1D1;RAB10;RPTOR;SCD2;PPP2R5C;PRKAA1;FBP2;PPP2R5A;FOXO3;ADIPOR1;RAB11B;INSR;PPP2R2A;PCK2;PPP2CA;CREB1;ULK1;PIK3CA;EEF2;SIRT1;ELAVL1;EEF2K;RAB2A;PRKAB2;CAB39L;INS2;MAP3K7;CPT1C"
"12","Huntington disease",1.53897237760065e-07,1.54410228552599e-05,0.690132458796796,0.377025541424011,2.10051857870879,143,"UQCRQ;CYCS;NDUFC2;CREB3L2;PLCB1;GNAQ;GPX1;CREBBP;EP300;CREB3;COX5A;NDUFB9;NDUFA12;NDUFV2;VDAC2;COX6A2;ATP5G1;NDUFS7;SOD2;SDHD;ATP5B;SOD1;COX8A;ATP5H;COX7A2L;COX6A1;SDHA;NDUFC1;NDUFB11;CLTC;HTT;BBC3;POLR2A;ATP5A1;DLG4;ATP5J;UQCR11;CREB1;DCTN1;DCTN4;NDUFA2;ATP5E;TAF4;HIP1;NDUFA1;SP1;DNAL1;VDAC1;VDAC3;NDUFA5;CLTA;NDUFB10;NDUFB6;NDUFA8;ATP5F1;POLR2F;SDHB;NDUFA6;HAP1;ATP5C1;NDUFAB1;UQCRH;NDUFA7;COX5B;UQCRB;COX7A2;SLC25A4;POLR2C;ATP5G2;BAX;NRF1;NDUFS3;NDUFV3;CYC1;COX7C;NDUFA10;POLR2I;NDUFS4;POLR2E;POLR2G;POLR2J;NDUFA3;NDUFS6;NDUFA9;AP2M1;CLTB;UQCR10;NDUFS2;UQCRC2;SLC25A5;NDUFB7;NDUFB4;COX7B;ATP5D;AP2B1;AP2A1;UQCRC1;NDUFB5;POLR2L;AP2A2;UQCRFS1;AP2S1;NDUFS8;NDUFA4;NDUFA11;PLCB4;NDUFB8;COX4I1;NDUFB3;ATP5O;COX6B1;ATP5G3;POLR2H;HDAC1;IFT57;NDUFS5;TBPL1;COX6C;NDUFB2;NDUFV1;PPARG;NDUFA13;DCTN2"
"13","Circadian entrainment",0.00017082327255598,0.002056712201574,0.518848077743792,0.484735990799193,2.08335916821059,42,"PER3;CACNA1D;CAMK2B;ADCY9;PLCB1;GNAQ;PER1;GNG5;GRIA2;FOS;GNAS;CALM3;GNB2;GNB1;PRKACB;CALM2;GNAO1;RASD1;PRKACA;GNAI1;CREB1;CALM1;PRKCA;PRKCB;MAPK1;GNAI2;GNG12"
"14","Glutamatergic synapse",0.000156450238755223,0.00201289704841334,0.518848077743792,0.470438835592676,2.07185509524809,46,"CACNA1D;ITPR2;GLUL;CACNA1A;ADCY9;GLS;PLCB1;GNAQ;GNG5;GRIA2;GNAS;GNB2;GNB1;GRK3;PRKACB;GNAO1;TRPC1;PPP3CA;PRKACA;DLG4;GNAI1;PRKCA;PPP3R1;PRKCB;MAPK1;GNAI2;GNG12"
"15","Dopaminergic synapse",3.89805690063995e-05,0.000629420020716233,0.557332238758646,0.405394221653861,2.02731080942921,83,"DDC;CACNA1D;ITPR2;CACNA1A;CAMK2B;COMT;CREB3L2;PPP1CB;PLCB1;GNAQ;CREB3;GNG5;GRIA2;FOS;MAPK10;GNAS;CALM3;GNB2;GNB1;AKT3;ATF2;CLOCK;MAOB;PRKACB;CALM2;GNAO1;ARRB2;GSK3B;PPP2R5C;KIF5C;PPP3CA;PPP2R5A;PRKACA;MAPK9;GNAI1;PPP2R2A;PPP2CA;CREB1;CALM1"
"16","Hedgehog signaling pathway",0.000384707564173745,0.00406745495865094,0.49849310876659,0.544853584749889,2.01949622564058,25,"CSNK1A1;CUL3;CCND1;CSNK1G2;GRK3;BTRC;SPOP;PRKACB;ARRB2;GSK3B;CSNK1G3;CUL1;CSNK1G1;PRKACA;CSNK1E;CDON;CCND2;SPOPL"
"17","Vascular smooth muscle contraction",9.58090719420536e-05,0.00137326336450277,0.538434096309916,0.439870687067636,2.0119220459291,56,"CACNA1D;ITPR2;ADCY9;PPP1CB;PLCB1;ARAF;KCNMB2;BRAF;PPP1R12A;PLA2G2F;ROCK1;GNAQ;GNAS;PRKCE;ADORA2B;CALM3;PLA2G12A;PRKACB;CALM2;ARHGEF12;RHOA;KCNMA1;PRKACA;ROCK2;PLA2G6;CALM1;RAF1;MYL6;PRKCA;ARHGEF11;PRKCB;MAPK1"
"18","Serotonergic synapse",0.000339204629334356,0.00378150346035708,0.49849310876659,0.456607907363915,2.01094243890528,46,"DDC;CACNA1D;ITPR2;CACNA1A;PLCB1;ARAF;BRAF;GNAQ;KRAS;GNG5;GABRB3;GNAS;GNB2;GNB1;MAOB;PRKACB;GNAO1;TRPC1;PRKACA;GNAI1;RAF1;PRKCA;PRKCB;MAPK1;GNAI2;GNG12"
"19","Olfactory transduction",0.0011662556716247,0.00727667209313843,0.45505986738723,0.599816990203607,2.0105922562613,17,"CAMK2B;RGS2;SLC8A1;CALM3;GNB1;GRK3;PRKACB;PDE1C;CALM2;ARRB2;PRKACA;CALM1"
"20","Long-term depression",0.000391881042527831,0.00406745495865094,0.49849310876659,0.492346173283974,2.00668343081146,35,"ITPR2;IGF1R;CACNA1A;PLCB1;ARAF;BRAF;GNAQ;KRAS;GRIA2;GNAS;GNAO1;GNAZ;GNAI1;PPP2CA;RAF1;PRKCA;PRKCB;MAPK1;GNAI2"
"21","cAMP signaling pathway",1.34794765845388e-05,0.000289808746567583,0.593325476396405,0.390535353999534,1.99716953143801,95,"GLP1R;CACNA1D;PIK3R1;PIK3R3;RAPGEF4;CAMK2B;ADCY9;CREB3L2;PPP1CB;BRAF;PPP1R12A;GIPR;ROCK1;CREBBP;EP300;ATP2B4;ATP2B2;CREB3;GRIA2;FOS;MAPK10;GNAS;ATP2A2;CALM3;JUN;PDE3B;AKT3;PRKACB;CALM2;ATP2B1;ACOX1;RHOA;PRKACA;GABBR2;ROCK2;MAPK9;GNAI1;AFDN;CREB1;CALM1;RAF1;PIK3CA"
"22","Insulin signaling pathway",5.26464698871594e-06,0.00015846587436035,0.610526878385931,0.389303410620988,1.99446882741348,97,"EIF4EBP1;IRS2;INS1;PIK3R1;PIK3R3;PTPRF;PRKAR1B;SHC1;PPP1CB;ARAF;BRAF;G6PC2;KRAS;MAPK10;GYS1;SHC2;GCK;SREBF1;FOXO1;SOCS2;CALM3;PDE3B;AKT3;PDPK1;EXOC7;PRKACB;CALM2;GSK3B;RPTOR;PRKAA1;FBP2;PRKACA;PRKCI;MAPK9;INSR;PCK2;CALM1;PTPN1;SOCS4;RAF1;PIK3CA;INPP5K;PRKAR1A;PRKAB2;INPPL1;FLOT1;SOS1;CRKL;INS2;IKBKB;MAPK1;SOS2;CBL"
"23","Vasopressin-regulated water reabsorption",0.000426058835119723,0.00411281218705306,0.49849310876659,0.496358808055623,1.99244696575695,33,"DYNC2H1;ADCY9;CREB3L2;DYNC1H1;CREB3;GNAS;PRKACB;DYNLL1;PRKACA;RAB5A;RAB11B;NSF;CREB1;DYNC1I2;DCTN1;DCTN4;RAB5B;DCTN5;DYNLL2;AQP4"
"24","Glucagon signaling pathway",3.07073856477486e-05,0.000543701357645431,0.557332238758646,0.413396079294809,1.98266902437259,69,"GCGR;PGAM1;ITPR2;SLC2A1;CAMK2B;CREB3L2;PLCB1;SLC2A2;G6PC2;GNAQ;CREBBP;EP300;CREB3;PFKL;GYS1;GNAS;GCK;FOXO1;CALM3;PDE3B;AKT3;ATF2;PRKACB;CALM2;PKM;PRKAA1;PPP4R3A;PPP3CA;PRKACA;PPP4R3B;PCK2;CREB1;CALM1;SIRT1;PRKAB2;PPP3R1"
"25","Cortisol synthesis and secretion",0.000410932665722457,0.00411281218705306,0.49849310876659,0.492845992756866,1.96513477660604,32,"LDLR;CACNA1D;ITPR2;ADCY9;CREB3L2;PLCB1;PBX1;GNAQ;CREB3;GNAS;ATF2;PRKACB;PRKACA;CREB1;PDE8A;SP1"
"26","GABAergic synapse",0.000503884566043457,0.00411281218705306,0.477270815362862,0.465078406120911,1.95062748022631,39,"CACNA1D;GLUL;CACNA1A;ADCY9;ABAT;GLS;GNG5;GABRB3;GNB2;GNB1;PRKACB;GNAO1;PRKACA;GABBR2;GAD1;GNAI1;NSF;GABARAPL1;GABARAPL2;PRKCA;SLC12A5;PRKCB;GNAI2;GNG12;HAP1"
"27","Long-term potentiation",0.000767343095394205,0.00537140166775943,0.477270815362862,0.451868903504984,1.94209887612072,42,"ITPR2;CAMK2B;PPP1CB;PLCB1;ARAF;BRAF;GNAQ;CREBBP;EP300;KRAS;GRIA2;CALM3;PRKACB;CALM2;PPP1R1A;PPP3CA;PRKACA;CALM1;RAF1;PRKCA;PPP3R1;PRKCB;MAPK1"
"28","Morphine addiction",0.00058679106035417,0.00452882331196424,0.477270815362862,0.468391971496639,1.93763111309757,37,"CACNA1A;ADCY9;GNG5;GABRB3;GNAS;GRK5;GNB2;PDE3B;GNB1;GRK3;PRKACB;PDE1C;GNAO1;ARRB2;PRKACA;GABBR2;GNAI1;PRKCA;PDE8A;PRKCB;GNAI2;PDE10A;GNG12"
"29","Cocaine addiction",0.000857549894854773,0.00573605596336192,0.477270815362862,0.501100609361485,1.93579832444639,29,"DDC;CREB3L2;GPSM1;CREB3;PDYN;GRIA2;CDK5R1;GNAS;JUN;ATF2;MAOB;PRKACB;PRKACA;DLG4;GNAI1;CREB1"
"30","Apelin signaling pathway",0.000137301575328477,0.00187853518972144,0.518848077743792,0.397669648760907,1.92804398223906,71,"ITPR2;ADCY9;PLCB1;MEF2D;GNAQ;CDH1;KRAS;GNG5;CCND1;PRKCE;SLC8A1;CALM3;GNB2;PDE3B;GNB1;AKT3;PRKACB;MRAS;CALM2;PRKAA1;SMAD4;SPP1;PRKACA;MEF2A;GNAI1;CALM1;GABARAPL1;RAF1;GABARAPL2;PIK3C3;PRKAB2;HDAC5;MAPK1;GNAI2;EGR1;GNG12"
"31","Protein processing in endoplasmic reticulum",5.08483162136424e-06,0.00015846587436035,0.610526878385931,0.344571954846653,1.92136739415709,147,"ERO1L;UBQLN2;PDIA6;SSR2;SEC61G;ERLEC1;SEC31A;RRBP1;DNAJA1;HSPA5;CALR;MAPK10;SEC24D;DERL1;SEC24A;DNAJB11;HSP90AA1;SKP1A;VCP;UBXN6;DNAJC10;MOGS;DDOST;ERP29;DNAJA2;DAD1;EDEM3;HSP90B1;SEC61B;MAN1C1;UGGT2;SVIP;UBE2D2A;UGGT1;DNAJB2;SEC62;SEC63;OS9;LMAN2;ERO1LB;CUL1;SIL1;CKAP4;MAPK9;DNAJC5;YOD1;UBE4B;EIF2AK1;HYOU1;XBP1;MARCH6;EDEM2;RAD23B;TRAM1;HSP90AB1;CANX;P4HB;SSR1;DDIT3;RPN2;HSPA8;LMAN1;DNAJC3;MAN1A2;SEC61A1;SEC23B;SSR3;RPN1;STUB1;PDIA4;GANAB;STT3A;PRKCSH;EIF2S1;SSR4;SEC13;BAX;PREB;FBXO6;PPP1R15A;UFD1"
"32","Non-alcoholic fatty liver disease (NAFLD)",1.2509646154153e-05,0.000289646422492313,0.593325476396405,0.358649386167295,1.91768655754771,119,"MLXIPL;IL6RA;IRS2;UQCRQ;CYCS;INS1;PIK3R1;PIK3R3;NDUFC2;COX5A;NDUFB9;NDUFA12;NDUFV2;COX6A2;MAPK10;NDUFS7;SREBF1;CDC42;JUN;AKT3;SDHD;COX8A;COX7A2L;COX6A1;SDHA;GSK3B;NDUFC1;NDUFB11;PRKAA1;ADIPOR1;BCL2L11;MAPK9;INSR;UQCR11;MLXIP;PIK3CA;NDUFA2;NR1H3;XBP1;PRKAB2;NDUFA1;INS2;IKBKB;DDIT3;NDUFA5;NDUFB10;NDUFB6;NDUFA8;SDHB;NDUFA6;NDUFAB1;UQCRH;NDUFA7;COX5B;UQCRB;COX7A2;EIF2S1;BAX;NDUFS3;NDUFV3;CYC1;COX7C;NDUFA10;NDUFS4;TNFRSF1A;RAC1;ERN1;NDUFA3;NDUFS6;NDUFA9;UQCR10;NDUFS2;UQCRC2;NDUFB7;NDUFB4"
"33","Parkinson disease",2.59860955181046e-05,0.000488863421934343,0.575610261071129,0.365689498317559,1.90914680042788,105,"UQCRQ;CYCS;NDUFC2;COX5A;NDUFB9;NDUFA12;NDUFV2;VDAC2;COX6A2;ATP5G1;NDUFS7;PINK1;SDHD;ATP5B;PRKACB;COX8A;ATP5H;COX7A2L;UBA1;COX6A1;SDHA;NDUFC1;NDUFB11;ATP5A1;PRKACA;GNAI1;ATP5J;UQCR11;NDUFA2;ATP5E;NDUFA1;VDAC1;GNAI2;VDAC3;NDUFA5;NDUFB10;NDUFB6;NDUFA8;ATP5F1;SDHB;NDUFA6;ATP5C1;NDUFAB1;UQCRH;NDUFA7;COX5B;UBB;UQCRB;COX7A2;SLC25A4;ATP5G2;NDUFS3;NDUFV3;CYC1;COX7C;NDUFA10;NDUFS4;NDUFA3;NDUFS6;NDUFA9;UQCR10;NDUFS2;UQCRC2;SLC25A5;NDUFB7;NDUFB4;COX7B;ATP5D;UBE2J2;UQCRC1;NDUFB5;UBE2L3;UQCRFS1;PARK7;NDUFS8;NDUFA4;NDUFA11;NDUFB8;COX4I1;NDUFB3;ATP5O;COX6B1;ATP5G3"
"34","Aldosterone-regulated sodium reabsorption",0.00325672862414687,0.0163379219311368,0.431707695803346,0.521068427939571,1.87955267556568,22,"SCNN1B;INS1;PIK3R1;PIK3R3;KRAS;PDPK1;INSR;PIK3CA;NR3C2;PRKCA;INS2;PRKCB;ATP1A1;ATP1B1;MAPK1;SFN"
"35","Renin secretion",0.00298519115335452,0.0155301286495166,0.431707695803346,0.473965944706761,1.87236394511996,31,"CACNA1D;ITPR2;PLCB1;GNAQ;GNAS;CALM3;PDE3B;PRKACB;PDE1C;CALM2;PPP3CA;KCNMA1;PRKACA;GNAI1;CREB1;CALM1"
"36","Prostate cancer",0.00016049677462432,0.00201289704841334,0.518848077743792,0.396097428702923,1.8670460415921,66,"INSRR;IGF1R;INS1;PIK3R1;PIK3R3;CREB3L2;ARAF;BRAF;CREBBP;EP300;CREB3;KRAS;CCND1;HSP90AA1;FOXO1;AKT3;CDKN1B;PDPK1;GSTP1;MDM2;HSP90B1;GSK3B;PTEN;CREB1;RAF1;PIK3CA;ZEB1;SOS1;CHUK;HSP90AB1;INS2;IKBKB;SPINT1;MAPK1;SOS2;PDGFA;CDKN1A"
"37","Phagosome",0.000181373698084273,0.00209974935089869,0.518848077743792,0.382794779716981,1.86591149442634,74,"DYNC2H1;ACTG1;SEC61G;DYNC1H1;TUBA1C;CALR;TUBB5;ATP6V0E;ACTB;TFRC;ATP6V1D;TUBB2A;TUBA1B;RAB7;ATP6V1E1;H2-D1;TUBB3;ITGAV;ATP6V1G1;ATP6AP1;SEC61B;LAMP2;H2-Q2;EEA1;ATP6V1B2;RAB5A;LAMP1;DYNC1I2;PIK3C3;RAB5B"
"38","Type II diabetes mellitus",0.00153779735426521,0.00890148083911208,0.45505986738723,0.463081604980957,1.84645463233696,32,"CACNA1D;IRS2;CACNA1A;INS1;PIK3R1;PIK3R3;SLC2A2;ABCC8;MAPK10;PRKCE;GCK;SOCS2;PDX1;PKM;MAPK9;INSR;SOCS4;PIK3CA;INS2;IKBKB;MAPK1"
"39","Insulin resistance",0.000505561630966655,0.00411281218705306,0.477270815362862,0.378773767920639,1.83643002714668,71,"MLXIPL;IRS2;SLC2A1;TRIB3;INS1;PIK3R1;PIK3R3;PTPRF;CREB3L2;PPP1CB;SLC2A2;G6PC2;CREB3;MAPK10;GYS1;PRKCE;SREBF1;FOXO1;AKT3;PDPK1;GSK3B;PRKAA1;PTEN;MAPK9;INSR;PCK2;PTPA;GFPT1;CREB1;PTPN1;MLXIP;PIK3CA;OGT;NR1H3;PRKAB2;STAT3;INS2;PRKCB;IKBKB"
"40","Collecting duct acid secretion",0.0035520796504472,0.017496876797171,0.431707695803346,0.59346586735633,1.83430480735998,14,"SLC12A7;ATP6V0E;ATP6V1D;ATP6V1E1;ATP6V1G1;ATP6V1B2;ATP6V0D1;ATP6V1C1;ATP6V0A1;ATP6V1A;ATP6V0C;ATP6V1F"
"41","HIF-1 signaling pathway",0.000503884566043457,0.00411281218705306,0.477270815362862,0.391115745464478,1.8336149561395,64,"EIF4EBP1;IL6RA;ENO1;PGK1;ALDOA;IGF1R;SLC2A1;INS1;PIK3R1;PIK3R3;GAPDH;CAMK2B;HMOX1;CREBBP;EP300;EGLN1;PFKL;ENO1B;PDK1;ARNT;TFRC;AKT3;CDKN1B"
"42","Cholinergic synapse",0.000796972520977092,0.00545201656395692,0.477270815362862,0.397878563510417,1.81985450966439,56,"CACNA1D;ITPR2;CACNA1A;PIK3R1;PIK3R3;CAMK2B;ADCY9;CREB3L2;PLCB1;GNAQ;CREB3;KRAS;GNG5;FOS;GNB2;GNB1;AKT3;CHRM3;PRKACB;GNAO1;PRKACA;GNAI1;CREB1;PIK3CA;PRKCA;PRKCB;MAPK1;GNAI2;GNG12"
"43","Calcium signaling pathway",0.000626034651533749,0.00469255491610679,0.477270815362862,0.387994302219393,1.81898111670629,64,"ATP2A3;CACNA1D;ITPR2;CACNA1A;CAMK2B;ADCY9;STIM1;PLCB1;ITPKB;GNAQ;ATP2B4;ATP2B2;VDAC2;P2RX4;GNAS;ATP2A2;SLC8A1;ADORA2B;CALM3;CHRM3;TPCN1;PRKACB;PDE1C;CALM2;ATP2B1"
"44","Relaxin signaling pathway",0.00071875716187441,0.00515109299343327,0.477270815362862,0.375312456227728,1.79945989728679,68,"PIK3R1;PIK3R3;ADCY9;CREB3L2;SHC1;PLCB1;CREB3;KRAS;GNG5;FOS;MAPK10;GNAS;SHC2;JUN;GNB2;GNB1;AKT3;ATF2;PRKACB;GNAO1;ARRB2;PRKACA;VEGFA;MAPK9;GNAI1;CREB1;RAF1;PIK3CA;PRKCA;SOS1;MAPK1;SOS2;GNAI2;GNG12"
"45","Salivary secretion",0.00517340162734969,0.0222456269976037,0.407017918923954,0.458703159172454,1.79321257748987,30,"ITPR2;ADCY9;PLCB1;GNAQ;ATP2B4;ATP2B2;GNAS;CALM3;CHRM3;PRKACB;CALM2;ATP2B1;KCNMA1;PRKACA;CALM1;PRKCA;CST3;PRKCB;ATP1A1;ATP1B1"
"46","Parathyroid hormone synthesis, secretion and action",0.000549520089474968,0.0043527775508412,0.477270815362862,0.384839100202871,1.77733535427318,60,"ITPR2;ADCY9;CREB3L2;PLCB1;ARAF;BRAF;MEF2D;GNAQ;CREB3;FOS;GNAS;AKAP13;LRP6;ATF2;JUND;PRKACB;ARRB2;RHOA;PRKACA;MEF2A;GNAI1;CREB1;RAF1;MMP24;PRKCA;ARHGEF11;SP1;PRKCB;SLC9A3R1;MAPK1;GNAI2;EGR1;NACA;CDKN1A"
"47","Central carbon metabolism in cancer",0.00323356160115982,0.0163379219311368,0.431707695803346,0.413284945286269,1.77626789879163,42,"PFKP;PGAM1;SLC2A1;PIK3R1;PIK3R3;RET;GLS;SLC2A2;PFKL;KRAS;PDK1;SCO2;GCK;AKT3;PFKM;MET;PKM;PTEN;RAF1;PIK3CA"
"48","Circadian rhythm",0.00609355392545923,0.0258332356558201,0.407017918923954,0.469048901769742,1.7759270771423,27,"PER3;CRY2;BHLHE41;PER1;RORA;BTRC;CLOCK;SKP1A;BHLHE40;PRKAA1;NR1D1;CUL1;CSNK1E;CREB1;PRKAB2"
"49","Amphetamine addiction",0.00226856828270931,0.0126451676499167,0.431707695803346,0.419820340111271,1.77242525961802,40,"DDC;CACNA1D;CAMK2B;CREB3L2;PPP1CB;CREB3;PDYN;GRIA2;FOS;GNAS;CALM3;JUN;ATF2;MAOB;PRKACB;CALM2;PPP3CA;PRKACA;CREB1;CALM1;SIRT1;PRKCA;PPP3R1;PRKCB"
"50","Adrenergic signaling in cardiomyocytes",0.00146347949588836,0.00881014656524795,0.45505986738723,0.363759659833545,1.76678730165437,73,"CACNA2D1;CACNA1D;RAPGEF4;CAMK2B;ADCY9;CREB3L2;PPP1CB;PLCB1;GNAQ;ATP2B4;ATP2B2;CREB3;CREM;CACNB2;GNAS;ATP2A2;SLC8A1;CALM3;AKT3;ATF2;PRKACB;CALM2;ATP2B1;PPP2R5C;PPP1R1A;PPP2R5A;PRKACA;GNAI1;PPP2R2A;PPP2CA;CREB1;CALM1;PRKCA;CACNB3;ATP1A1;ATP1B1;MAPK1;GNAI2"
"51","Gap junction",0.00290203946342762,0.0155301286495166,0.431707695803346,0.399601232646168,1.76556844417836,48,"ITPR2;ADCY9;PLCB1;MAP3K2;GNAQ;KRAS;TUBA1C;TUBB5;GNAS;TUBB2A;TUBA1B;TUBB3;PRKACB;GJD2;TJP1;PRKACA;GNAI1;RAF1;PRKCA;SOS1;PRKCB;MAPK1;SOS2;PDGFA;GNAI2"
"52","Taste transduction",0.012881742580243,0.0472854209347943,0.380730400722792,0.540799747134221,1.75902175069432,16,"SCNN1B;SCN9A;CACNA1A;SCN3A;CHRM3;PRKACB;PDE1C;PRKACA;GABBR2"
"53","Tyrosine metabolism",0.0108096515106328,0.0411861405658287,0.380730400722792,0.524262812572949,1.75733393421739,17,"MIF;DDC;ADH1;DCT;COMT;GOT1;MAOB;AOX1;GSTZ1"
