"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"13","Protein export",0.000430726065267075,0.0354334396336522,0.783511249904873,1.69221694275738,427,19,"HSPA5;SEC61A1;SEC61B;SRP9;SPCS2;SRP72;SRPR;SRP68;SPCS3"
"14","Protein processing in endoplasmic reticulum",9.99999000001e-07,0.0002999997000003,0.70485386878676,1.69363749379421,0,118,"DDIT3;ATF4;HSPA5;HERPUD1;PPP1R15A;CALR;DERL1;SEC61A1;P4HB;SELENOS;LMAN1;SEC61B;XBP1;STT3A;SEL1L;ERO1LB;VCP;PDIA6;SSR1;SSR3;TRAM1;HSP90B1;ATF6;HYOU1;DNAJB11;SSR2;ERO1L;WFS1;DERL2;EDEM1;PREB;SEC31A;MAPK8;SEC23B;RPN1;DNAJC3;SEC24D;DNAJC5;LMAN2;SEC13;EDEM2;MARCH6;CANX;HSPA4L;TXNDC5;RPN2;RRBP1;SEC24A;UBE2J2;DNAJB1;UBE2D3;SYVN1;UBE2J1;DDOST;SAR1A;PDIA4"
"15","Relaxin signaling pathway",0.00102600820806566,0.0354334396336522,0.636745584176234,1.47521194876154,1025,52,"ATF4;GNAI2;FOS;GNB2;VEGFA;CREB3L1;PRKACB;AKT1;GNAO1;PIK3R1;MAPK8;GNAI3;GNG5;MAP2K2;KRAS"
"16","Synthesis and degradation of ketone bodies",0.00211018645612187,0.0452182812026115,0.921269876069288,1.64455681735173,1810,5,"HMGCS1;OXCT1"
"17","Transcriptional misregulation in cancer",0.000112999887000113,0.016949983050017,0.648250872625783,1.51807740514588,112,64,"DDIT3;CCND2;CEBPB;NUPR1;IGF1R;ID2;CDKN1A;TAF15;EWSR1;FUS;PDGFA;AFF1;DDX5;CCNT1;MDM2;CDK9;GRIA3;BCL2L1;TFE3;GADD45A;SP1;ATF1;H3F3B;RELA;NFKB1;NSD2"
"18","cAMP signaling pathway",0.00129,0.0387,0.602821160961817,1.41671678044728,1289,69,"SST;GNAI2;ATP2A2;FOS;CREB3L1;PDE10A;PRKACB;ATP2B1;AKT1;PIK3R1;FFAR2;MAPK8;GNAI3;RAP1B;PPP1CA;MAP2K2;GRIA3;NPR1;PPP1R12A"
"19","cGMP-PKG signaling pathway",0.00278399721600278,0.0465166201500465,0.598159739891849,1.39970117596012,2783,63,"ATF4;GNAI2;ATP2A2;ADRA2A;CREB3L1;ATP2B1;AKT1;ATP2A3;VDAC1;KCNMA1;PDE5A;GNA11;GNAI3;PPP1CA;MAP2K2;VDAC3;NPR1;PPP1R12A"
"20","Activation of chaperones by ATF6 alpha",2.0718131887484e-06,0.000329648498476412,0.943627187060088,1.91732945255658,1,11,"DDIT3;ATF4;HSPA5;CALR;XBP1;HSP90B1;ATF6"
"21","Activation of chaperones by IRE1 alpha",4.00063209987178e-06,0.000520809560637854,0.762363568035816,1.73116484303719,3,37,"HSPA5;DNAJB9;GFPT1;XBP1;SERP1;PDIA6;SSR1;HYOU1;DNAJB11;WFS1;EDEM1;PREB;SEC31A;SRPR;DNAJC3;TSPYL2;GOSR2"
"22","Activation of mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",0.000758878271087846,0.0350552801354128,0.776572584707141,1.66793379152976,752,18,"EIF4EBP1;EIF5;EIF3C;EIF2S2;EIF3D;EIF3A;EIF4G1;EIF3B;EIF4A1;EIF4E;PABPC1;EIF3F;EIF4H;EIF3G;EIF4A2"
"23","Adipogenesis",3.8000152000608e-05,0.00362774784432471,0.67615486412923,1.57397581146466,37,57,"DDIT3;TRIB3;CEBPB;LPL;PCK2;PRLR;CDKN1A;LPIN1;NRIP1;STAT3;SPOCK1;IL6ST;CTNNB1;ID3;KLF7;NCOA1;CNTFR;FRZB;NDN"
"24","Amino acid and oligopeptide SLC transporters",0.000851730927090598,0.0360526698296831,0.830936441453922,1.70754324219543,827,12,"SLC3A2;SLC38A2;SLC7A1;SLC7A8;SLC6A6;SLC7A11;SLC16A10"
"25","Asparagine N-linked glycosylation",0.000342002736021888,0.020406163249306,0.651449264823356,1.51062831965445,341,53,"CALR;LMAN1;GFPT1;STT3A;GMPPB;GMPPA;EDEM1;PREB;SEC31A;RPN1;SEC24D;SEC13;EDEM2;GNPNAT1;CANX;RPN2;MGAT2;DPM2;SEC24A;PGM3;ALG2;DDOST"
"26","BDNF signaling pathway",9.99999000001e-07,0.00020616840906807,0.682899389778798,1.63149220163045,0,101,"DDIT3;EGR1;HSPA5;HERPUD1;INSIG1;BTG2;FOS;JUNB;CALR;TMED9;ID2;IER2;CDKN1A;GFPT1;XBP1;SEC22B;SLC39A7;VEGFA;SSR1;ITPKB;ATP2B1;HSPB1;SRSF5;HYOU1;ATF3;MAST4;NR4A2;PCLO;POLR2C;DUSP1;LMO4;PRPF19;GDF15;SEC24A;HNRNPH1;NR4A1;DNAJB1;FOSB;MAFF;IGFBP5;BTG1;PDIA4;HMGB3;GADD45A;JMJD6;GEM;P4HA2;RIMS3;RGS2;NQO1;WDR1"
"27","Calcium regulation in the cardiac cell",0.000377005655084826,0.0209260935204091,0.658608595215437,1.52073188946268,376,49,"GNAI2;ATP2A2;CALR;GNB2;GNAZ;PRKACB;ATP2B1;GNAO1;ATP2A3;GJD2;GNA11;YWHAG;GNAI3;GNG5"
"28","Chylomicron-mediated lipid transport",4.38018709969196e-06,0.000522702327229908,0.969209833289419,1.83756457378237,3,7,"LPL;LDLR;P4HB"
"29","Cytosolic tRNA aminoacylation",0.00112075677671555,0.0411518898527351,0.740203544162206,1.61842004322532,1116,22,"EPRS;GARS;NARS;AARS;SARS;TARS;LARS;CARS;IARS"
"30","Diabetes pathways",9.99999000001e-07,0.00020616840906807,0.769098748081606,1.82156310621852,0,82,"DDIT3;ATF4;HSPA5;HERPUD1;DNAJB9;CALR;KIF5B;GFPT1;CPE;XBP1;ACTB;SERP1;PDIA6;SSR1;PCSK2;HSP90B1;ATF6;HYOU1;DNAJB11;ERO1L;WFS1;EDEM1;PREB;SPCS2;SEC31A;SRPR;ATF3;DNAJC3;ASNS;TSPYL2;GOSR2;SPCS3;SNAP25"
"31","Disease",9.99999000001e-07,0.00020616840906807,0.556032158355122,1.37204740766096,0,307,"DDIT3;ATF4;HSPA5;HERPUD1;UBC;TRIB3;DNAJB9;CALR;KIF5B;CDKN1A;GFPT1;CPE;XBP1;ACTB;SERP1;PDIA6;SSR1;PRKACB;PCSK2;UBB;APP;HSP90B1;ATF6;HYOU1;DNAJB11;AKT1;ERO1L;WFS1;PIK3R1;ARF1;STAT3;EDEM1;PREB;SPCS2;SEC31A;SRPR;ATF3;DNAJC3;ASNS;TSPYL2;GOSR2;VPS37B;AP2M1;ATP6V1E1;SPCS3;RPL4;PPP2CA;PSMD3;SNAP25;CLTC;POLR2C;CCNT1;RANBP2;CANX;ATP6V0A1;EPN1;PPP2R1A;TCEA1;PTPN11;NUP62;TAF11;STX16;MAP2K2;KRAS;MDM2;SSRP1;NR4A1;CDK9;AP1B1;PSMD2;GSK3B;PSMA3;SYVN1;GTF2B;ATP6V0D1;SRPRB;KPNA1;XRCC6;PSMD9;IGFBP5;AP2A2;PSMD7;KPNB1;PSMA1;POLR2A;TRIM24;VAMP2;PSMD11;ARFGAP1;ATP6V1B2;PSME3;NELFE;TAT;PDPK1;H2AFX;PSMD13;PABPN1;NELFA;CPSF6;HRAS;MAPK3;MTOR;YWHAB;NRAS;RPL14"
"32","FSH regulation of apoptosis",0.000646999353000647,0.0315968085789641,0.577823404753304,1.3804586632885,646,101,"ATP2A2;LDLR;TMBIM6;PAPSS2;CEBPG;CPE;MSMO1;ACTB;VLDLR;VEGFA;VGF;ATP2B1;STAR;PGK1;RAB5A;DNAJC5;RAB14;KRT18;PTPRN;PSMD3;DUSP1;PPP2R1A;RAB1A;BNIP3L;CFLAR;IGFBP5;HDAC5;DUSP3;JMJD6;GEM;P4HA2;CDK16;RAD17;GATA6;RAB2A"
"33","Fibroblast growth factor 1",0.000661944313805113,0.0315968085789641,0.847923307071626,1.72287143953821,638,11,"CEBPB;IGF1R;CDKN1A;VEGFA;TNPO1;PDGFA"
"34","G alpha (i) signaling events",9.74025648003197e-05,0.00697402363970289,0.796185292578947,1.7338557799167,96,21,"SST;GNAI2;PYY;ADRA2A;GNB2;GNAZ;APP;GNAI3;GNG5"
"35","G-protein activation",0.00120409140224387,0.0431064722003307,0.847905337794004,1.70046358677478,1151,10,"GNAI2;GNB2;GNAZ;GNAO1;GNAI3;GNG5"
"36","Gastric acid secretion",0.000621898709257306,0.0315968085789641,0.789030938709396,1.68541415175058,615,17,"SST;GNAI2;ACTB;PRKACB;GNAI3"
"37","Gene expression",2.3999976000024e-05,0.00245485468800246,0.50566026049546,1.25479314438474,23,413,"UBC;EPRS;GARS;JUNB;EIF4EBP1;NARS;AARS;SEC61A1;EIF5;SARS;SEC61B;EIF3C;EIF2S2;SSR1;TARS;SSR3;UBB;TRAM1;HSPB1;LARS;TNPO1;SRP9;PCBP1;UBTF;SRSF5;AKT1;SSR2;FUS;HNRNPF;SRSF2;PHF5A;EIF3D;SF3B3;SPCS2;SRP72;SRPR;EIF3A;HNRNPK;RPN1;EIF4G1;EIF3B;CARS;NR4A2;SRP68;EIF4A1;PTBP1;HNRNPA1;SPCS3;RPL4;PPP2CA;PSMD3;POLR2C;NRBP1;CCNT1;RANBP2;IARS;RPN2;SF3B4;NCOA1;PPP2R1A;TCEA1;PCF11;VDR;NUP62;TAF11;SRSF6;RBM5;HNRNPH1;ETF1;RNPS1;SNW1;SSRP1;EEF2;EIF4E;NR4A1;CDK9;PCBP2;SMG5;NOTCH1;UBE2D3;PSMD2;PSMA3;PRPF8;AGO2;GTF2B;SRPRB;DDOST;U2AF2;PSMD9;HNRNPUL1;VARS;PSMD7;HNRNPA3;SMAD7;CPSF7;PSMA1;PABPC1;NR2F6;POLR2A;EIF4A3;ADAR;EIF3F;NR2C2AP;CLNS1A;PSMD11;CDK8;SNRPB;MED8;SP1;SF3A2;RORA;EIF4H;PPM1A;EIF3G;HNRNPA0;NUDT21;TNRC6C;SRP19;PSME3;NELFE;UPF3B;EIF4A2;TFAM;H2AFX;SF3A3;PSMD13;PABPN1;NELFA;YARS;TRIM33;ELAVL1;SET;CNOT1;MAPK3;YWHAB;MARS;RPL14;TRIM28;SKI;EEF1A1;POM121;NFIC"
"38","HIF-1 transcriptional activity in hypoxia",0.0010488894582606,0.0405948568710591,0.704198084728812,1.57281361252378,1047,29,"FOS;ID2;HMOX1;BNIP3;VEGFA;CITED2;AKT1;ALDOA;PGK1;NCOA1;PFKL;COPS5;NDRG1;SP1;RORA"
"39","Hemostasis pathway",5.6999943000057e-05,0.00477332856000477,0.572222605709298,1.38605433297601,56,150,"GNAI2;HSPA5;SLC3A2;ATP2A2;ADRA2A;GNB2;KIF5B;SLC7A8;MAFG;VEGFA;PDE10A;PRKACB;SLC7A11;ATP2B1;APP;AKT1;ALDOA;PIK3R1;DGKG;ATP2A3;KCNMA1;RAB5A;PDGFA;ITGAV;PDE5A;GNA11;PPP2CA;GNAI3;RAP1B;DOCK5;PPP2R1A;PTPN11;GNG5;SCG3;KRAS"
"40","Insulin biosynthesis and processing",8.20303512299551e-05,0.00618249805059451,0.7324726004868,1.65086421950874,81,33,"MAFA;KIF5B;CPE;PCSK2;SRP9;ERO1L;SPCS2;SRP72;SRPR;RPN1;SRP68;SPCS3;SNAP25;RPN2;SRPRB;DDOST;VAMP2;PDX1;NKX2-2;SRP19"
"41","Interleukin-2 signaling pathway",5.999994000006e-05,0.00477332856000477,0.513404727717375,1.26874632783559,59,330,"ATF4;UBC;CCND2;FOS;GARS;ATF5;LDLR;ID2;MAT2A;NFIL3;WDFY1;MTHFD2;SLC7A1;XBP1;ACTB;EIF2S2;VEGFA;TARS;EIF1;ITPKB;SLC30A1;CITED2;APP;STARD5;JUND;AKT1;SQLE;PIK3R1;STAT3;MAPK8;DNAJC3;ASNS;BRD8;IL6ST;MTCL1;NFAT5;ID3;DUSP8;NR4A2;ARHGDIA;LEPROTL1;PRRC2B;BTG3;SNAP25;CLTC;MXD4;DUSP1;UCK2;ZFP36L2;GAPDH;CYB5A;NOLC1;DDX21;DOCK5;RRBP1;DPM2;PTPN11;KLHL21;MAP2K2;LARP4;RNF103;PPP1R2;BNIP3L;KRAS;ETS2;ZBTB7A;DNAJB1;IDI1;ESYT1;SOCS2;PDE4DIP;AGO2;CFLAR;PRSS23;KLF13;SLC35E1;TES;BCL2L1;BTG1;TRAFD1;CSNK1G2;DUSP3;RORA;BRWD1;WAC;FLNB;RELA;SRP19;GALE;NFKB1;SFPQ;PSAT1;YARS;BBC3;HRAS;MAPK3;YWHAB;NRAS;USF2;PPP2R5C;CDR2;NFIC;SRF;EZH2;ACSL1;SNX4;ZSWIM6;PPRC1;FOSL2;ARF6;SUOX;MAPRE2;ATXN7;TPST2;TAF4B;IRS2;E2F4;RBM3;MOB3A"
"42","Lipoprotein metabolism",5.43513480179527e-05,0.00477332856000477,0.905958437048898,1.81688835376493,51,10,"LPL;LDLR;P4HB"
"43","Low-density lipoprotein (LDL) pathway during atherogenesis",0.0011183479715663,0.0411518898527351,0.992106485064231,1.47903087070756,743,2,"LPL;LDLR"
"44","Oncostatin M",3.000003000003e-06,0.00042960042960043,0.685457760923935,1.60970997750026,2,68,"HSPA5;LPL;JUNB;HMGCS1;LDLR;HMGCR;HMOX1;PRLR;KIF5B;CDKN1A;VEGFA;SRM;PGK1;STAT3;ATF3;DNAJC3;IL6ST;PDGFA;ITGAV;KRT18;KRT8;DHCR24;MAP2K2;RNASE4;BEX1;ETS2"
"45","Opioid signaling",0.00127291140456567,0.0444587593009278,0.695920600508708,1.55806254245436,1271,30,"GNAI2;GNB2;GNAZ;PRKACB;GNAO1;PPP2CA;GNAI3;PPP1CA;PPP2R1A;GNG5"
"46","Ovarian infertility genes",0.000312026525323766,0.0203100901938015,0.839914866852053,1.74284841655914,304,13,"EGR1;CCND2;CEBPB;PRLR;NRIP1;VDR"
"47","PERK-regulated gene expression",1.00780646890816e-06,0.00020616840906807,0.897320568343274,1.92727805133484,0,18,"DDIT3;ATF4;HSPA5;HERPUD1;ATF6;ATF3;ASNS"
"48","Platelet homeostasis",0.000810024681221745,0.0360526698296831,0.719735031744781,1.59908545613157,808,27,"ATP2A2;GNB2;PDE10A;ATP2B1;ATP2A3;KCNMA1;PDE5A;PPP2CA;PPP2R1A;PTPN11;GNG5"
"49","Protein export",0.000379943038778377,0.0209260935204091,0.791067298092672,1.6990657458768,376,18,"HSPA5;SEC61A1;SEC61B;SRP9;SPCS2;SRP72;SRPR;SRP68;SPCS3"
"50","Protein metabolism",2.2999977000023e-05,0.00245485468800246,0.563803347064145,1.37455850706833,22,187,"EIF4EBP1;CALR;HSPA9;SEC61A1;EIF5;LMAN1;GFPT1;SEC61B;EIF3C;ACTB;STT3A;EIF2S2;SSR1;SSR3;TRAM1;GMPPB;SRP9;GMPPA;SSR2;EDEM1;EIF3D;PREB;SPCS2;SRP72;SEC31A;SRPR;EIF3A;RPN1;VDAC1;EIF4G1;SEC24D;EIF3B;SRP68;EIF5A;EIF4A1;SEC13;EDEM2;GNPNAT1;SPCS3;RPL4;CANX;RPN2;MGAT2;TUBB4B;DPM2;SEC24A;ETF1;EEF2;PGM3;EIF4E;ALG2;TBCE;HSPD1;SRPRB;DDOST"
"51","Protein processing in the endoplasmic reticulum",9.99999000001e-07,0.00020616840906807,0.710315024386047,1.70412404626573,0,113,"DDIT3;ATF4;HSPA5;HERPUD1;PPP1R15A;CALR;DERL1;SEC61A1;P4HB;LMAN1;SEC61B;XBP1;STT3A;SEL1L;ERO1LB;VCP;PDIA6;SSR1;SSR3;TRAM1;HSP90B1;ATF6;HYOU1;DNAJB11;SSR2;ERO1L;WFS1;DERL2;EDEM1;PREB;SEC31A;MAPK8;SEC23B;RPN1;DNAJC3;SEC24D;DNAJC5;LMAN2;SEC13;EDEM2;CANX;HSPA4L;TXNDC5;RPN2;RRBP1;SEC24A;UBE2J2;DNAJB1;UBE2D3;UBE2E3;SYVN1;UBE2J1;DDOST;SAR1A;PDIA4"
"52","Regulation of NFAT transcription factors",0.000333855595785098,0.020406163249306,0.818405832781983,1.72580497814369,328,15,"EGR1;SLC3A2;FOS;JUNB;ITCH"
"53","Signaling by GPCR",0.000855999144000856,0.0360526698296831,0.561410007272224,1.34861080618862,855,117,"SST;GNAI2;PYY;ADRA2A;GNB2;GNAZ;PDE10A;PRKACB;RASGRF1;APP;AKT1;GNAO1;PIK3R1;DGKG;FFAR2;RPS6KA2;GNA11;PPP2CA;GNAI3;WNT4;PPP1CA;PPP2R1A;TRIO;ARHGEF2;GNG5;MAP2K2;KRAS"
"54","Statin pathway",0.00103685648526556,0.0405948568710591,0.851570208085344,1.70781343846565,991,10,"LPL;LDLR;HMGCR;SQLE"
"55","T cell receptor regulation of apoptosis",9.99999000001e-07,0.00020616840906807,0.567257662176001,1.39171838056982,0,238,"DDIT3;ATF4;GNAI2;EGR1;HSPA5;SLC3A2;CCND2;FOS;JUNB;HSPA9;PLK3;SEC61A1;TMBIM6;IER2;CDKN1A;BNIP3;SEC61B;SLC39A7;FDPS;ALKBH1;CLK1;EWSR1;HAX1;DESI2;RASGRF1;HSP90B1;JUND;PGK1;ATF3;VDAC1;GSTZ1;DUSP8;RAB14;NR4A2;EIF5A;HNRNPA1;ATP6V1E1;DUSP1;GAPDH;TXNDC5;DHCR24;GPS1;PRUNE2;BNIP3L;KRAS;ETS2;EEF2;GOLGB1;NR4A1;MTHFR;AP1B1;ZBTB7A;HSPD1;FOSB;DYNLL1;PRPF8;CFLAR;SRPRB;XRCC6;BZW1;IGFBP5;BTG1;SLC20A1;TRIM24;SNRPB;ATP11B;PPM1A;NFKBIL1;CLIP1;RELA;BLZF1;NFKB1;NQO1;RAB2A;RELB;TFAM;PGAM1;LGALS8;BBC3;HRAS;RAD23B;MAPK3;ZBTB18;NRAS;RPL14;STRN3;ACTR3;E2F1;NCL;KCTD20;CDK4;GTPBP4;RRAGA;SRSF10"
"56","TGF-beta regulation of extracellular matrix",0.000242999757000243,0.0165702691440166,0.541070169366514,1.3187423224863,242,185,"HERPUD1;TRIB3;LPL;INSIG1;GARS;JUNB;EIF4EBP1;HMGCS1;ID2;PCK2;HMGCR;MTHFD2;NFE2L1;GTPBP2;VEGFA;SSR1;KIF1B;SLC7A11;CLK1;ARL4A;CITED2;PIK3R1;HSPA13;ATF3;ASNS;PDGFA;GOLGA4;PDE5A;PFKP;FKBP1B;TOB1;UCK2;IARS;PPP1CA;CYB5A;MORF4L2;SREBF2;PTPN11;PRPS1;SKAP1;ETS2;SPINT2;IDI1;SLC1A4;COPB1;BCL2L1;SLC20A1;SMAD7;RGS2;CKAP4;KDM5C;DDIT4;MTA1;CTNNAL1;F3;SKI;ACTR3;E2F1;CAD;ARHGEF16;ARHGEF3;DPYSL2;DENND4A;CBS;NEDD9;IDH2;SLC2A1;CHERP;E2F4;MTMR4;PLK2;CDC16;ABCG1"
"57","Translation",2.000008000032e-06,0.000329648498476412,0.710834109449598,1.65470331368326,1,57,"EIF4EBP1;SEC61A1;EIF5;SEC61B;EIF3C;EIF2S2;SSR1;SSR3;TRAM1;SRP9;SSR2;EIF3D;SPCS2;SRP72;SRPR;EIF3A;RPN1;EIF4G1;EIF3B;SRP68;EIF4A1;SPCS3;RPL4;RPN2;ETF1;EEF2;EIF4E;RPL36AL;SRPRB;DDOST;PABPC1;EIF3F;EIF4H;EIF3G;SRP19"
"58","Translation factors",0.000649083082634577,0.0315968085789641,0.679627021553928,1.54586132139206,648,38,"EIF4EBP1;EIF5;EIF3C;EIF2S2;EIF1;EIF3D;EIF3A;EIF4G1;EIF3B;EIF5A;EIF4A1;EIF4G3;ETF1;EEF2;EIF4E;EIF4EBP2;PABPC1;EIF3F;EIF4H;EIF3G"
"59","Transport of inorganic cations/anions and amino acids/oligopeptides",0.000924419908980194,0.0378219802759896,0.721799576278318,1.5992489027963,922,26,"SLC3A2;SLC38A2;SLC7A1;SLC7A8;SLC4A7;SLC6A6;SLC7A11;SLC16A10;SLC12A7;SLC1A4;SLC20A1"
"60","Unfolded protein response",1.000003000009e-06,0.00020616840906807,0.819309319430011,1.90893028664069,0,58,"DDIT3;ATF4;HSPA5;HERPUD1;DNAJB9;CALR;GFPT1;XBP1;SERP1;PDIA6;SSR1;HSP90B1;ATF6;HYOU1;DNAJB11;WFS1;EDEM1;PREB;SEC31A;SRPR;ATF3;DNAJC3;ASNS;TSPYL2;GOSR2"
"61","p38 alpha/beta MAPK downstream pathway",0.00141835559210063,0.0483591716163835,0.747522431065654,1.6209216149765,1410,20,"DDIT3;CEBPB;EIF4EBP1;HSPB1;ATF6;RAB5A;KRT8;EIF4E"
"62","Adipogenesis WP236",4.3000129000387e-05,0.0099115297345892,0.67615486412923,1.57413693864519,42,57,"DDIT3;TRIB3;CEBPB;LPL;PCK2;PRLR;CDKN1A;LPIN1;NRIP1;STAT3;SPOCK1;IL6ST;CTNNB1;ID3;KLF7;NCOA1;CNTFR;FRZB;NDN"
"63","Calcium Regulation in the Cardiac Cell WP536",0.000431005172062065,0.0198693384320612,0.658608595215437,1.5208811356858,430,49,"GNAI2;ATP2A2;CALR;GNB2;GNAZ;PRKACB;ATP2B1;GNAO1;ATP2A3;GJD2;GNA11;YWHAG;GNAI3;GNG5"
"64","Circadian rhythm related genes WP3594",0.000318999681000319,0.0198693384320612,0.597348819909851,1.42105252179729,318,91,"ATF4;EGR1;UBC;ATF5;ID2;NFIL3;MAGED1;GFPT1;STAR;JUND;NRIP1;CRY2;MAPK8;KCNMA1;ID3;DDX5;GNA11;PPP1CA;KDM5A;PER1;GSK3B;RBM4;BTBD9;RAI1;NR2F6;RORA;UBE3A;DYRK1A;RELB;SFPQ;MTA1;SREBF1;ARNTL;CLOCK;CDK4;EZH2"
"65","Composition of Lipid Particles WP3601",0.000281659596525934,0.0198693384320612,0.98577292099369,1.59048348103809,212,3,"LPL;LDLR"
"66","Corticotropin-releasing hormone signaling pathway WP2355",0.000226004972109386,0.0198693384320612,0.677593635776918,1.55919623001512,225,46,"GNAI2;FOS;JUNB;GNB2;ECE1;GNAZ;STAR;JUND;AKT1;GNAO1;MAPK8;CTNNB1;NR4A2;GNA11;RAP1B;NR4A1;GRK3;GSK3B;FOSB"
"67","Human Thyroid Stimulating Hormone (TSH) signaling pathway WP2032",0.00172128401186196,0.0495944955917726,0.664984778188574,1.51032750982033,1720,37,"GNAI2;EGR1;FOS;IGF1R;AKT1;GNAO1;PIK3R1;STAT3;GNAI3;RAP1B"
"68","Metabolic pathway of LDL, HDL and TG, including diseases WP4522",0.000396278919056199,0.0198693384320612,0.914668202584056,1.7352420651708,361,7,"LPL;LDLR;PCSK9"
"69","Mevalonate pathway WP3963",0.00159243363642391,0.0495944955917726,0.906986943447875,1.6746173789882,1416,6,"HMGCS1;HMGCR;FDPS"
"70","NRF2 pathway WP2884",0.000653107762780859,0.0271259371719336,0.68406492215115,1.55366273682584,652,37,"EGR1;SQSTM1;SLC2A5;HMOX1;SLC2A2;MAFG;SLC39A7;SLC6A6;SRXN1;SLC7A11;GCLM;KEAP1;GPX3;GPX2;DNAJB1;MAFF;GCLC;GSR;SLC6A9;NQO1"
"71","Oncostatin M Signaling Pathway WP2374",0.000182008918437003,0.0198693384320612,0.688982490185274,1.57928057106247,181,43,"EGR1;CEBPB;FOS;JUNB;LDLR;VEGFA;JUND;AKT1;PIK3R1;STAT3;MAPK8;IL6ST;PTPN11;MAP2K2;KRAS"
"72","Ovarian Infertility Genes WP34",0.000253543499511241,0.0198693384320612,0.836580339175114,1.75156492355356,248,14,"EGR1;CCND2;CEBPB;PRLR;NRIP1;VDR"
"73","Photodynamic therapy-induced unfolded protein response WP3613",1.00225507391631e-06,0.00046203958907542,0.89826350161371,1.97876602443464,0,24,"DDIT3;ATF4;HSPA5;TRIB3;PPP1R15A;DNAJB9;CALR;NARS;XBP1;PDIA6;HSP90B1;ATF6;DNAJB11;EDEM1;ATF3;DNAJC3;ASNS"
