pathway,pval,padj,log2err,ES,NES,size,leadingEdge
MP:0005503 abnormal tendon morphology,0.00028457663290127,0.0187352287053102,0.49849310876659,0.646464688899272,2.36902176822334,15,ANK;FBN1;DCN;PCOLCE;COL1A2;THBS2;COL14A1;PTCH1
MP:0000530 abnormal kidney blood vessel morphology,0.000243394390986556,0.0171303839544308,0.518848077743792,0.764051917584066,2.34207560340994,9,MGP;RGS2;BCL2;ACE;FOXC1;VEGFA;AGTR1A
MP:0002191 abnormal artery morphology,8.70691687458043e-05,0.00943430722181101,0.538434096309916,0.532385615765297,2.33973119427273,29,MGP;PLXND1;EDNRA;ADM;SH3PXD2A;NOTCH3;NOTCH1;RAMP2;VEGFA;PRRX1;ATP11A;EFEMP2;CHRD;TLR4;KCTD10;TIMP3;PAM;ECE1;GHR;GPR180;S1PR1;BMP4
MP:0003141 cardiac fibrosis,3.174561117151e-06,0.00107006571972186,0.627256739718528,0.448687657615555,2.33042485994078,54,DMD;CAV1;SYNM;ACKR3;FBN1;SGCB;SGCD;NEXN;EGFR;LMNA;ATP2A2;HOPX;RBPJ;FHL2;SOD2;KRAS;ENTPD1;PNPLA2;AGTR1A;PTPN11;HADHB;SERPINE1;DES;ACADM;NDUFS6
MP:0002753 dilated heart left ventricle,1.92079151762237e-05,0.00370001358635331,0.575610261071129,0.468783582513544,2.32847331936589,43,NPR1;CAV1;SYNM;MMP2;MYH11;GAA;NEXN;COL1A2;LMNA;ATP2A2;YWHAQ;GAB1;SOD2;LAMA4;VCAN;PNPLA2;PTPN11;NGF;NDUFS7;DES;BAZ1B;PDLIM5;TIMP3;FKBP1A;PTGER4;GJA1;IGF2R
MP:0000281 abnormal interventricular septum morphology,5.03171429712142e-05,0.0064602813820345,0.557332238758646,0.520225526482388,2.3250692960068,30,ACKR3;THBS1;DHRS3;KLF3;LOXL2;VEGFA;VCAN;OSR1;PDPN;SOX4;NFATC1;DES;CXCR4;BMPR2;GJA1;IGF2R;LTBP4;LY6E;NACA;PBRM1;SSR1;JARID2
MP:0003628 abnormal leukocyte adhesion,0.000221326816257713,0.0164641532603752,0.518848077743792,0.55911052770528,2.32170756958829,23,SELPLG;ITGA4;FYB;THBD;ADORA2B;AOC3;NFE2L2;CD44;GNAI2;NINJ1;RAP1A;ROCK1;VIM;SELL;STK4;GLG1;CTTN;F3;ITGB7;ICAM1;CXCL13
MP:0009858 abnormal cellular extravasation,0.000114933547486132,0.0117209682446151,0.538434096309916,0.622630804471367,2.31893388019409,16,CYTIP;ITGA4;ADORA2B;AOC3;GNAI2;LRCH1;VIM;SELL;DOCK8;LSP1;GLG1;CTTN;TLR2;F3
MP:0003719 abnormal pericyte morphology,0.000491605634246026,0.0260902133031998,0.477270815362862,0.666459627329193,2.31590883922603,12,TEK;PTPRJ;RUNX1;BCL2;NOTCH3;DCBLD2;VEGFA;ANGPTL4;S1PR1;LPAR4;PARVA;PDGFRB
MP:0009404 centrally nucleated skeletal muscle fibers,2.20363651284221e-05,0.00397953289361918,0.575610261071129,0.46778929873518,2.31370777622315,42,DMD;MBNL2;LAMA2;SGCB;MEOX2;COL6A1;CHCHD10;SYNE1;CRYAB;LMNA;LAMC1;FLNC;TLN2;MMP14;AR;MBNL1;PLEC;DAG1;SAMD4;MRPS34;DES;APP;COL6A3;HSPG2;FHL1
MP:0011925 abnormal heart echocardiography feature,0.000250072431081593,0.0173416895207382,0.49849310876659,0.653339674243168,2.30407010595644,13,SYNM;CTSL;DDR2;LMNA;GALNT1;RBPJ
MP:0000925 abnormal floor plate morphology,6.54288324227586e-05,0.00747575801755807,0.538434096309916,-0.673732970311729,-2.29907073263874,14,FOXP4;CDK20;APC;IFT88;MKS1;ARHGAP35;IFT172;RBL2;GLI2;CCP110;C2CD3;SUFU
MP:0005025 abnormal response to infection,0.000129197782102934,0.0124436604577289,0.518848077743792,0.468031741273463,2.29161000793949,39,PTPRC;SAMHD1;PYCARD;CTSC;IRF5;LGALS3;IL13RA1;RBPJ;CD44;GAB2;HCST;TBC1D10C;KDELR1;IFNGR1;BCL10;PRKCQ;IRF2;EFHD2;PTGS2;APOE;BCL2L11;KDM6B;TYK2;ITGB7;FCMR;IKBKB;MAP3K8;MYD88;STAT1;ST3GAL4;TMEM173
MP:0002833 increased heart weight,6.31167067687305e-07,0.000364744435449075,0.659444398037935,0.383349315030503,2.28893566613096,100,NPR1;DBN1;SYNM;SGCD;CTSL;NEXN;COL1A2;RCC2;SMURF2;KLF3;EPAS1;ATP2A2;GPI1;HOPX;ACE;FXYD1;DCBLD2;SOD2;DUSP6;RRAD;LAMP2;FSTL3;LAMA4;PLA2G4A;ABL1;LDHA;SLC25A4;CDKN1B;GABARAPL2;PNPLA2;AGTR1A;PTPN11;ADAM17;PINK1;NDUFS3;HSPB1;BCL7A;SIK1;DES;NDUFS6;TEAD1;PDLIM5;ITCH;NCOR1;GIMAP6;FKBP1A
MP:0006325 impaired hearing,4.81457133598162e-05,0.00642066295344626,0.557332238758646,0.449478171344698,2.27948985425942,46,ENPP1;CMAH;COL4A4;CHD7;ACTB;COL1A1;EDNRA;LMNA;ACTG1;PMP22;SLC12A2;NOTCH3;FOS;LMX1A;MYH9;CDKN1B;CS;EMX2;MIF;NISCH;ABHD12
MP:0004800 decreased susceptibility to experimental autoimmune encephalomyelitis,6.43735059038391e-05,0.00747575801755807,0.538434096309916,0.487680945779714,2.27451680651187,34,TYROBP;H2-DMA;FCER1G;ZFP36;ARID5A;NEK7;CD44;IL17RC;PLA2G4A;SLC1A5;NINJ1;EPHB6;BCL2L1;CD74;H2-AB1;STK17B;REL;DOCK8;IRAK1;SKAP2;PRKCQ;RFTN1;PDCD4;TNFRSF1A
MP:0001319 irregularly shaped pupil,0.000349108240750881,0.0211129297691318,0.49849310876659,0.644946971165188,2.27447236831325,13,COL18A1;NCALD;EFNA5;FLNA;JAG1;SH3PXD2B;PKIG;FOXC1
MP:0003156 abnormal leukocyte migration,9.74537788013569e-05,0.010344022521344,0.538434096309916,0.507714543231172,2.26915334890412,30,CORO1A;CYTIP;ITGA4;EVL;CTSC;ADORA2B;AOC3;CD44;RAP1A;ROCK1;NEDD9;VIM;DOCK2;SELL;RASSF5;DIAPH1;STK4;S1PR1;CTTN;TLR2;CCR7
MP:0001533 abnormal skeleton physiology,0.000224755793402545,0.0164641532603752,0.518848077743792,0.566303141052253,2.26315272594264,20,ENPP1;GSN;PCOLCE;SPARC;MMP14;PLS3;GSK3B;CD47;KHDRBS1;P2RX7
MP:0006058 decreased cerebral infarction size,0.00019661068305186,0.0157318794238881,0.518848077743792,0.578246080579244,2.25978506136142,19,UCP2;IL18;C3;GPX3;PLAT;DAPK1;HSPH1;PLA2G4A;NOX4;TLR4
MP:0010869 decreased bone trabecula number,0.0001442495026835,0.01339717256173,0.518848077743792,0.468207581441137,2.25419292808297,37,SMPD3;MGP;CLEC11A;TMEM119;FBN1;SERPINF1;COL1A1;COL1A2;LY6A;LMNA;PLS3;JAK1;WWOX;PPIB;TWSG1;CLEC2D
MP:0005602 decreased angiogenesis,4.40626108836639e-05,0.00613174671330813,0.557332238758646,0.440913021930081,2.24624515733004,49,RAC2;CTSS;MMP2;PLAT;FBLN5;CD151;NR2F2;ATP2A2;DCBLD2;MMP14;CD44;NOTCH1;SDC4;ELK3;RAMP2;VEGFA;CLIC4;RAP1A;RNF7;BCAS3;TLR4;SERPINE1;CCDC88A;DUSP3;PLAUR
MP:0002754 dilated heart right ventricle,0.000141022449903047,0.0133355956717409,0.518848077743792,0.489506163963468,2.2428281542656,32,NPR1;EDN1;CAV1;ACKR3;FBN1;GAA;FBLN5;LMNA;ATP2A2;GAB1;SOD2;PNPLA2;MEF2A;NGF;DES;BAZ1B;FKBP1A;IGF2R;PLCE1;SLCO2A1;ADAM19;PDGFRB;SSR1;TGFB2
MP:0001273 decreased metastatic potential,0.000216489120328573,0.0164641532603752,0.518848077743792,0.601425551061683,2.23995677174285,16,PLAU;ANXA1;RHOJ;JAM3;ATF3;FBLN5;ID1;FOS
MP:0002190 disorganized myocardium,0.000301936090970092,0.0191508488918957,0.49849310876659,0.55967341719834,2.23665794510079,20,FOXP1;TGM2;ADM;CALCRL;RBPJ;NOTCH1;MORF4L1;ABL1;DES;IGF2R;BIN1;ABI1;PDGFRB;NF1;VCAM1;HIF1A
MP:0009764 decreased sensitivity to induced morbidity/mortality,0.000449701104737072,0.0250928105150583,0.49849310876659,0.536725764210252,2.22875479500335,23,FCER1G;F2R;ANXA1;GAS6;ADORA2B;TGM2;IRAK2;S1PR3;MAP1LC3B;CLIC4;PDE4B;TLR4;RB1;CAMK2D;EEF2
MP:0003084 abnormal skeletal muscle fiber morphology,0.000179185424561973,0.0149734288866305,0.518848077743792,0.442462653197463,2.22650994250673,45,DMD;CAV1;MBNL2;FBN1;LAMA2;CAV2;CHCHD10;GAA;SYNE1;TRIO;FLNC;MEG3;MMP14;SOD2;AR;MBNL1;PLEC;CFL2;SACS;DES;DST;HSPG2;SKI
MP:0005595 abnormal vascular smooth muscle physiology,0.00033002263057471,0.0204339012097508,0.49849310876659,0.556882072318702,2.22550271865853,20,MMP2;MYH11;FBLN5;LMNA;CD44;CSRP2;TGFB1I1;MAP3K1;SLC4A7;EFEMP2;ZEB1
MP:0002843 decreased systemic arterial blood pressure,0.00118757820541169,0.0454161341643104,0.45505986738723,0.606888152683611,2.22399037298129,15,NPR1;ADRA1B;ZFP36;KLF3;ATP2A2;SLC12A2;AGTR1A;PTPN11;ADH5;TIMP3;WNK1
MP:0005616 decreased susceptibility to type IV hypersensitivity reaction,0.000292518045079594,0.0187825475612219,0.49849310876659,0.5253765036258,2.21444757083404,24,TYROBP;H2-DMA;FCER1G;PYCARD;ANXA5;B4GALT1;CD44;TRIP10;EPHB6;CD74;IL34;PTGER4;IL1R1;CD83;CEBPB;CCR7;APOE;RELB;MMP19
MP:0001106 abnormal Schwann cell morphology,0.000817761705940073,0.0351502366330109,0.477270815362862,0.573273429146712,2.21408902521709,18,BASP1;LAMA2;PMP22;MPZ;POU3F1;PRX;EGR2;LPIN1;DST;SCARB2;LPAR1;IL6ST
MP:0000953 abnormal oligodendrocyte morphology,0.000813613262172253,0.0351502366330109,0.477270815362862,0.687162319364506,2.20540014404682,10,PTPRC;TYROBP;PDGFRA;PLXNA1;MBP;PLP1;QK
MP:0000968 abnormal sensory neuron innervation pattern,0.000390764450879394,0.022581843433597,0.49849310876659,0.518805392891042,2.20398816315255,25,ETV1;TENM3;CHD7;EFNA5;ROR1;EGFR;NRP2;EBF3;NDN;AR;NGF;ZEB1
MP:0001544 abnormal cardiovascular system physiology,1.78379439877233e-05,0.00356827487231342,0.575610261071129,0.379885163001023,2.20356361534156,82,F2R;ACKR3;CACNA1G;MMP2;SGCD;CTSL;COL5A2;COL1A1;TGM2;ITGB1;EPAS1;GIPC1;YWHAQ;PRKCD;ITGB8;HOPX;ACE;ROCK2;FXYD1;HSPB8;LAMP2;ELK3;VEGFA;TBX5;VCAN;PNPLA2;AGTR1A;PDLIM7;PROKR1;HADHB;ROCK1;NFATC1;DES;NDUFS6;ADCY9;PDLIM5
MP:0001175 abnormal lung morphology,3.5755577516953e-06,0.00109391034509219,0.627256739718528,0.378914028486733,2.20347768375089,86,PTPN6;MGP;THBD;CAV1;FBN1;THBS1;CAV2;TNS3;FBLN5;NHSL1;TRPS1;CUX1;GLCE;TMEM100;COL3A1;ROBO1;TGFB1;PDGFA;ID1;PKDCC;MPZ;MMP14;NUBP1;FSTL1;IFT27;RALY;OSR1;ADAM17;ABCA1;PDPN;NOX4;ERRFI1;SERPINE1;CDKN1A;EPRS;REL;SETD7;NFIB;LTB;SYK;HOOK3;PTGER4;NR3C1;AKAP12;IGF2R
MP:0006085 myocardium necrosis,0.000711616893723331,0.0319062022780607,0.477270815362862,0.62383881611699,2.20003227083289,13,DMD;NPR1;SGCB;SGCD;LMNA;TGFB1;SOD2
MP:0003019 increased circulating chloride level,0.000273060115015847,0.0183617408677605,0.49849310876659,0.538641639077234,2.19462487936772,22,DBN1;D1ERTD622E;CLK1;EHD1;CBX6;MYL12B;WWOX;KIF1B;ENTPD1;RNF7;CUL3;IRF8;IFT20;GHR
MP:0001473 reduced long term potentiation,3.91055578874765e-05,0.00581108590207901,0.557332238758646,0.419904887811775,2.19122367612387,55,EPHA4;MBNL2;PLAT;FYN;SYNPO;TRIB2;THY1;ATXN1;CTNNB1;ROCK2;MAPK3;GABBR1;KALRN;VLDLR;PAK2;PINK1;TSPAN7;P2RX4;PRKACB;PTMA;VDAC1;PPP1R9A;CCDC88A;ST8SIA4;ITM2B;APP;GRN;SERPINE2;PRNP
MP:0005006 abnormal osteoblast physiology,0.000229312969530161,0.0165646771461995,0.518848077743792,0.477292874735948,2.18686908581613,32,PLEKHO1;MGP;ENPP1;ANK;COL1A1;CSF1;SMURF1;LY6A;GSK3B;KHDRBS1;CLEC2D;KITL;AKR1A1;CRTAP;CTSK;NR3C1;GJA1;IL6ST;CEBPB
MP:0005333 decreased heart rate,3.34583354764117e-05,0.0051181412592005,0.557332238758646,0.391262008547874,2.18322553243601,70,IKZF1;IL18R1;THBS1;CACNA1G;ADRA1B;PTS;FOXP1;SYNE1;RGS6;LMNA;EPAS1;TGFB1;SH3PXD2B;PRKAG2;ACE;NUCB2;LAMA4;GNAI2;VEGFA;UNC45A;AGTR1A;AFAP1L2;PTPN11;MEF2A;SBNO1;WSB2;CPEB2;TBX3;TEAD1;ADCY9;NCOR1;SLC29A1;THRA;GJA1
MP:0005095 decreased T cell proliferation,1.06101755835684e-05,0.00275917616050695,0.593325476396405,0.373399846832816,2.17525356755234,85,RAC2;PTPRC;CORO1A;HCLS1;CD48;TYROBP;H2-DMA;FCER1G;FYB;PLAU;FYN;LBR;NFKBIA;E2F1;PPP3CA;PSMB10;MAPK3;ST3GAL2;CD44;CDKN1B;RAP1A;EPHB6;BHLHE40;IL15RA;BCL2L1;AHNAK;CD74;NEDD4;SLFN2;IL2RG;REL;RHOH;SELL;PTPRCAP;PTGER4;DOCK8;ETS1;IL1R1;CD83;DIAPH1;BCL10;PRKCQ;DBNL;RELA
MP:0013438 dysmyelination,0.000464285865618758,0.0254184293377175,0.49849310876659,0.789627697002685,2.17468762069485,7,CNP;PPM1L;PMP22;MPZ;PLP1;CYTH1
MP:0001625 cardiac hypertrophy,2.62128253644464e-05,0.00442496695565948,0.575610261071129,0.407044478796025,2.17265683680951,59,NPR1;CAV1;SYNM;FBN1;EGFR;ADM;KLF3;LMNA;SMTN;ATP2A2;HOPX;FHL2;FXYD1;MAPK3;HSPB8;SOD2;MORF4L1;MYH10;LAMA4;PLA2G4A;SLC25A4;PNPLA2;PTPN11;NOX4;NFATC1;MRPS34;DES
MP:0002280 abnormal intercostal muscle morphology,0.000917129042678751,0.0381599052077775,0.477270815362862,0.744984009540155,2.16944085749863,8,DMD;FBN1;COL6A1;HNRNPA1;FLNC
MP:0030136 abnormal lower incisor morphology,0.000181373970362954,0.0149734288866305,0.518848077743792,0.892615272953266,2.16678624603138,5,BMP7;NFIC;OSR2;LTBP1
MP:0002463 abnormal neutrophil physiology,0.000163577800215525,0.0139470186708352,0.518848077743792,0.425491478814473,2.15784340790072,46,RAC2;LCP1;CAV1;PLAU;B4GALT1;LBP;PRKCD;RASGRP2;ST6GAL1;NFE2L2;KMT2E;CD44;CD47;GNAI2;ENTPD1;RAP1A;HSPB1;CLCN3;ARHGAP15;PLAUR;SELL;PLAC8;SYK;GJA1;IL1R1;STK24;CTTN;CD14;ARHGEF1;GIT2;JDP2;STX11;MYD88;CYBA
MP:0008874 decreased physiological sensitivity to xenobiotic,7.0513845536785e-05,0.00780303214120891,0.538434096309916,0.403965869263194,2.15344904391941,58,DMD;FCER1G;IL1RL2;PLAU;ADORA2B;DAB2IP;MGLL;CSF1;PTGS1;GABBR1;KALRN;CD34;PLA2G4A;ABL1;GNAI2;FOXO3;AGTR1A;ADAM17;NOX4;CDKN1A;KIF13A;EEF2K;SETD7;TXNIP;WNK1;IL6ST;IFNGR1;PRKCQ;RARG;PLCE1
MP:0006116 calcified aortic valve,0.000223128476075433,0.0164641532603752,0.518848077743792,0.88683148856936,2.15274635131661,5,MGP;ACKR3;EGFR;RBPJ;NOTCH1
MP:0001182 lung hemorrhage,0.00045351359131234,0.0250928105150583,0.49849310876659,0.527741549987044,2.15021389260176,22,FBN1;HEG1;COL1A1;ADM;PRDX6;PDGFA;HOPX;NFE2L2;TGFB3;SLIT3;ABCA1;HSPG2;PTGER4
MP:0000130 abnormal trabecular bone morphology,4.44642242402648e-05,0.00613174671330813,0.557332238758646,0.385304796114731,2.14998453790537,70,CAV1;ENPP1;BGN;PCOLCE;MMP2;CTSL;ACKR1;LBR;COL1A1;CSF1;EBF1;LMNA;IRAK3;PDIA3;SPARC;MMP14;WWOX;TOB2;EBF2;PRRX1;CLEC2D;AKTIP;AKR1A1;FIG4;HCST;HSPG2;CRTAP;CTSK;THRA;LTBP3;IL6ST;NOTCH2;PRKD3;IGF1;GHR;NFKB2;JDP2;SQSTM1;SFRP1;ACP5;P3H1;FAM20C;PAPSS2;SLC39A13;RUNX2;IRS1;OSTF1;ANO6;POSTN;RASSF2
MP:0002408 abnormal double-positive T cell morphology,0.00027537315664013,0.0183617408677605,0.49849310876659,0.882248965350374,2.14162246784309,5,PTPRC;MCL1;E2F1;ID3
MP:0004875 increased mean systemic arterial blood pressure,0.000598149609678211,0.0290745431769755,0.477270815362862,0.507637282580587,2.13967724006942,24,NPR1;EDN1;THBS1;ADORA2B;PTGS1;ARHGAP42;SMTN;CD44;CD47;CTSA;SLC4A7;P2RX4;AGTRAP;NR3C1;WNK1
MP:0002953 thick ventricular wall,0.000367234771933569,0.0219538856186953,0.49849310876659,0.466520477781307,2.13751192352185,32,DMD;CAV1;RCN3;ADM;EPAS1;SMTN;ATP2A2;PDGFA;HOPX;LAMP2;ABL1;PTPN11;ADAM17;FZD8;DES;LEPROTL1;IGF2R;YIPF5;BIN1;PEPD;HMCN2;LTBP4
MP:0002842 increased systemic arterial blood pressure,0.000598149609678211,0.0290745431769755,0.477270815362862,0.507099758000756,2.13741158869016,24,NPR1;EDN1;CAV1;RGS2;INF2;ADM;ARHGAP42;PPM1L;ACE
MP:0003070 increased vascular permeability,0.000557409960608458,0.028188798550755,0.477270815362862,0.489653093983123,2.13564531143224,28,CAV1;GAS6;GSN;ACTA2;ADORA2B;AXL;SERPING1;CRIM1;ID1;RAMP2;VLDLR;NGF;PLAC8;PROS1;BMPR2
MP:0012113 decreased inner cell mass proliferation,0.000608213238518225,0.0292899727179008,0.477270815362862,-0.585755476576795,-2.13563641596953,17,MIS18A;POLD3;TEX10;GINS4;RUVBL1;FNTB;ZFP830;SMG6;PAXIP1;SETDB1;RPTOR;NBN;HSD17B12;ZPR1
MP:0004090 abnormal sarcomere morphology,0.00111991446349129,0.0444631688902152,0.45505986738723,0.529701154177998,2.133891490677,21,CHCHD10;MYH11;GAA;LMNA;FLNC;DMPK;CALR;KALRN;VEGFA;CFL2;DAAM1;BIN1;VCP
MP:0002177 abnormal outer ear morphology,0.000665684869873657,0.0306391770638309,0.477270815362862,0.544616760626879,2.1283617151349,19,COL4A2;CHD7;EGFR;EDNRA;JAK1;KIF1B;EIF3C;FGFR1;DDR1;SPTBN1;PBX1;LRP6;BMP5;TCOF1
MP:0002192 hydrops fetalis,0.000501689764876117,0.0263564491628352,0.477270815362862,0.441578970736718,2.12598905374626,37,NPR1;PDGFRA;TBX2;FOXP1;ADM;CALCRL;TCF7L1;FOXC1;TBX5;OSR1;PTPN11;SOX4;ZEB1;CHRD;CXCR4;PKD2;ECE1;SYK;FES
MP:0008111 abnormal granulocyte differentiation,0.000581395290037931,0.0287984466998789,0.477270815362862,0.569733871202131,2.12192388673489,16,RAC2;PTPRC;IKZF1;LBR;NPM1;NFKBIA;KMT2E;SH2B3;SIN3B
