"","pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"34","DNA Replication Homo sapiens R-HSA-69306",0.000304203962280983,0.00545368067318196,0.49849310876659,0.57321518533598,2.03061565044835,94,"CDKN1B;LIG1;POLD1;POLD2;POLD4;PSMA1;PSMA2;PSMA3;PSMA4;PSMA6;PSMA7;PSMB1;PSMB10;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMC1;PSMC3;PSMC4;PSMC5;PSMD1;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;PSME1;RFC4;RPS27A;UBA52"
"35","DNA Replication Pre-Initiation Homo sapiens R-HSA-69002",0.000557491480999833,0.00932075644637923,0.477270815362862,0.602573065550303,2.02992059165129,75,"PSMA1;PSMA2;PSMA3;PSMA4;PSMA6;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMC1;PSMC3;PSMC4;PSMC5;PSMD1;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;RPS27A;UBA52"
"36","Dectin-1 mediated noncanonical NF-kB signaling Homo sapiens R-HSA-5607761",1.31698116182725e-06,0.000130644531253263,0.643551836150722,0.741276298636846,2.38861368400294,56,"PSMA1;PSMA2;PSMA3;PSMA4;PSMA6;PSMA7;PSMB1;PSMB10;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMC1;PSMC3;PSMC4;PSMC5;PSMD1;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;RPS27A;UBA52;UBE2M"
"37","Defective GALNT12 causes colorectal cancer 1 (CRCS1) Homo sapiens R-HSA-5083636",0.000104189343450825,0.00209505058182199,0.538434096309916,-0.959780936263735,-1.79143657289658,5,"MUC1;MUC13;MUC4"
"38","Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC) Homo sapiens R-HSA-5083625",0.000104189343450825,0.00209505058182199,0.538434096309916,-0.959780936263735,-1.79143657289658,5,"MUC1;MUC13;MUC4"
"39","Degradation of AXIN Homo sapiens R-HSA-4641257",2.32239264733711e-05,0.000531649270651942,0.575610261071129,0.715632487079737,2.27702211159836,52,"PSMA1;PSMA2;PSMA3;PSMA4;PSMA6;PSMA7;PSMB1;PSMB10;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMC1;PSMC3;PSMC4;PSMC5;PSMD1;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;RPS27A;UBA52"
"40","Degradation of DVL Homo sapiens R-HSA-4641258",7.19582686906281e-06,0.000292207854181492,0.610526878385931,0.733687373195437,2.33446972004275,52,"PSMA1;PSMA2;PSMA3;PSMA4;PSMA6;PSMA7;PSMB1;PSMB10;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMC1;PSMC3;PSMC4;PSMC5;PSMD1;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;RBX1;RPS27A;UBA52"
"41","Degradation of GLI1 by the proteasome Homo sapiens R-HSA-5610780",7.70266724256337e-06,0.000292207854181492,0.593325476396405,0.723402203068361,2.32502232356062,54,"PSMA1;PSMA2;PSMA3;PSMA4;PSMA6;PSMA7;PSMB1;PSMB10;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMC1;PSMC3;PSMC4;PSMC5;PSMD1;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;RBX1;RPS27A;UBA52"
"42","Degradation of GLI2 by the proteasome Homo sapiens R-HSA-5610783",1.59529191872068e-05,0.000370905371102558,0.575610261071129,0.712764933439251,2.29083402658763,54,"PSMA1;PSMA2;PSMA3;PSMA4;PSMA6;PSMA7;PSMB1;PSMB10;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMC1;PSMC3;PSMC4;PSMC5;PSMD1;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;RBX1;RPS27A;UBA52"
"43","Degradation of beta-catenin by the destruction complex Homo sapiens R-HSA-195253",0.00166852712114403,0.0228019242100633,0.45505986738723,0.580528077109046,1.96571963257527,77,"AES;PSMA1;PSMA2;PSMA3;PSMA4;PSMA6;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMC1;PSMC3;PSMC4;PSMC5;PSMD1;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;RBX1;RPS27A;UBA52"
"44","Detoxification of Reactive Oxygen Species Homo sapiens R-HSA-3299685",5.23941195875328e-05,0.00112989057893114,0.557332238758646,0.768753389390596,2.11225429589562,23,"ATOX1;CCS;CYBA;CYCS;GPX1;GPX2;GSTP1;NUDT2;P4HB;PRDX1;PRDX2;PRDX5;PRDX6;TXN2"
"45","Diseases associated with O-glycosylation of proteins Homo sapiens R-HSA-3906995",0.000678946500217648,0.0109812216556941,0.477270815362862,-0.785118197749327,-1.8867154627569,13,"C1GALT1;MUC1;MUC13;MUC4;NOTCH4;SPON2;THBS1"
"46","Diseases of glycosylation Homo sapiens R-HSA-3781865",0.00115955326123483,0.0176062780889534,0.45505986738723,-0.691652190576798,-1.82708681593529,20,"C1GALT1;MUC1;MUC13;MUC4;NOTCH4;PRELP;SPON2;THBS1"
"47","Downstream TCR signaling Homo sapiens R-HSA-202424",0.000178764318296475,0.0034545624107163,0.518848077743792,0.636366249080426,2.12865639296708,71,"CDC34;PSMA1;PSMA2;PSMA3;PSMA4;PSMA6;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMC1;PSMC3;PSMC4;PSMC5;PSMD1;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;RPS27A;UBA52"
"48","ER-Phagosome pathway Homo sapiens R-HSA-1236974",6.67837862092583e-06,0.000292207854181492,0.610526878385931,0.718706324491806,2.31588648472573,56,"B2M;PSMA1;PSMA2;PSMA3;PSMA4;PSMA6;PSMA7;PSMB1;PSMB10;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMC1;PSMC3;PSMC4;PSMC5;PSMD1;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;RPS27A;SEC61B;UBA52"
"49","FCERI mediated NF-kB activation Homo sapiens R-HSA-2871837",0.000131212448998521,0.00260325498813066,0.518848077743792,0.657689124351019,2.19508557228811,68,"CDC34;PSMA1;PSMA2;PSMA3;PSMA4;PSMA6;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMC1;PSMC3;PSMC4;PSMC5;PSMD1;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;RPS27A;UBA52"
"50","Folding of actin by CCT/TriC Homo sapiens R-HSA-390450",0.00142115028599247,0.0203333810149692,0.45505986738723,0.81698974432853,1.83096107547011,9,"ACTB;CCT3;CCT5;CCT6A;CCT7;CCT8"
"51","G1/S DNA Damage Checkpoints Homo sapiens R-HSA-69615",1.30234322801079e-05,0.000346051200585724,0.593325476396405,0.699550559187919,2.25735679096436,57,"CDKN1B;PSMA1;PSMA2;PSMA3;PSMA4;PSMA6;PSMA7;PSMB1;PSMB10;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMC1;PSMC3;PSMC4;PSMC5;PSMD1;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;PSME1;RPS27A;UBA52"
"52","G1/S Transition Homo sapiens R-HSA-69206",0.00135845246038972,0.0200136362481179,0.45505986738723,0.508733382965477,1.82965786726277,102,"CCND1;CDKN1B;CKS1B;PPP2R1A;PSMA1;PSMA2;PSMA3;PSMA4;PSMA6;PSMA7;PSMB1;PSMB10;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMC1;PSMC3;PSMC4;PSMC5;PSMD1;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;PSME1;RPS27A;UBA52"
"53","G2/M Checkpoints Homo sapiens R-HSA-69481",0.000640069130535323,0.0104661853432589,0.477270815362862,0.529312406227566,1.91250744750775,114,"BABAM1;CCNB2;H2AFX;HIST1H2BC;PSMA1;PSMA2;PSMA3;PSMA4;PSMA6;PSMA7;PSMB1;PSMB10;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMC1;PSMC3;PSMC4;PSMC5;PSMD1;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;PSME1;RFC4;RPS27A;SUMO1;UBA52;YWHAQ"
