"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"49","Inositol transporters Homo sapiens R-HSA-429593",0.541979186488764,0.880683159454144,0.545856417282517,0.960962995291027,438613,4,"SLC5A3;SLC5A1;SLC5A9"
"50","Sodium-coupled phosphate cotransporters Homo sapiens R-HSA-427652",0.449677880307104,0.828442853331735,0.681145087875693,1.02891239570089,297067,2,"SLC20A1;SLC20A2"
"51","Amino acid synthesis and interconversion (transamination) Homo sapiens R-HSA-70614",0.456324183124006,0.833802326568047,0.460436046393976,1.02489282880372,446854,14,"OAT;PYCRL;GLUL;GLUD1;PYCR2;ALDH18A1;GLS"
"52","Transport of vitamins, nucleosides, and related molecules Homo sapiens R-HSA-425397",0.943300610187639,0.993180928285527,0.278430182426223,0.630539327327613,930333,16,"SLC35A3;SLC35B2;SLC29A3;SLC35B3;PDZD11;SLC35C1;SLC29A1;SLC27A1;SLC27A4"
"53","Transport of nucleotide sugars Homo sapiens R-HSA-727802",0.702240851897322,0.934021757462681,0.41708443960782,0.848741648004589,650359,8,"SLC35A3;SLC35B2;SLC35B3;SLC35C1"
"54","Transport of fatty acids Homo sapiens R-HSA-804914",0.681513912295381,0.921201541688523,-0.519558214450069,-0.853348879598261,231313,2,"SLC27A4;SLC27A1"
"55","Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane Homo sapiens R-HSA-83936",0.704957997650162,0.934021757462681,0.51136100416294,0.843899129736265,528604,3,"SLC29A3;SLC29A1"
"56","Disorders of transmembrane transporters Homo sapiens R-HSA-5619115",0.31437159323473,0.708660008026834,0.842747037846543,1.12386354726159,156988,1,"CFTR"
"57","Surfactant metabolism Homo sapiens R-HSA-5683826",0.108220101329444,0.41911235646342,0.636421215615767,1.32325304987454,101801,9,"DMBT1;CKAP4;GATA6;CTSH;TTF1"
"58","Diseases associated with surfactant metabolism Homo sapiens R-HSA-5687613",0.882690817628851,0.978701027233691,0.424094325523707,0.699882918959354,661875,3,"TTF1;CCDC59;CSF2RA"
"59","Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5) Homo sapiens R-HSA-5688849",0.42798445152888,0.815068941965108,-0.785689635338778,-1.04781667778245,214260,1,"CSF2RA"
"60","Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4) Homo sapiens R-HSA-5688890",0.42798445152888,0.815068941965108,-0.785689635338778,-1.04781667778245,214260,1,"CSF2RA"
"61","ABC transporter disorders Homo sapiens R-HSA-5619084",0.31437159323473,0.708660008026834,0.842747037846543,1.12386354726159,156988,1,"CFTR"
"62","ABC transporters in lipid homeostasis Homo sapiens R-HSA-1369062",0.885749199757765,0.978701027233691,-0.26798664671348,-0.731807607813565,81906,7,"ABCD1;ABCD3;ABCA7;PEX3;ABCG5;ABCA3;PEX19"
"63","ABC-family proteins mediated transport Homo sapiens R-HSA-382556",0.641910410343841,0.9072343097935,0.39586403863285,0.914598031270784,637054,19,"EIF2S2;ABCC3;RNASEL;CFTR;ABCB10;PEX19;ABCB7"
"64","Cytosolic iron-sulfur cluster assembly Homo sapiens R-HSA-2564830",0.64086887571989,0.9072343097935,-0.283740211883924,-0.896232929074047,30712,10,"MMS19;NARFL;POLD1;CIAPIN1;ERCC2;NUBP2;CIAO1;ABCB7;NUBP1;FAM96B"
"65","POLB-Dependent Long Patch Base Excision Repair Homo sapiens R-HSA-110362",0.540997913025848,0.880683159454144,0.485637000957595,0.963339792925561,490973,7,"APEX1;POLB"
"66","APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway Homo sapiens R-HSA-5649702",0.511463247668921,0.880683159454144,0.558252795373477,0.982786427688056,413917,4,"POLB;PNKP"
"67","Cleavage of the damaged pyrimidine Homo sapiens R-HSA-110329",0.182012942112226,0.558150565128553,-0.643424231964101,-1.23210377850137,45537,3,"NTHL1;UNG;TDG"
"68","Recognition and association of DNA glycosylase with site containing an affected pyrimidine Homo sapiens R-HSA-110328",0.182012942112226,0.558150565128553,-0.643424231964101,-1.23210377850137,45537,3,"NTHL1;UNG;TDG"
"69","Depyrimidination Homo sapiens R-HSA-73928",0.182012942112226,0.558150565128553,-0.643424231964101,-1.23210377850137,45537,3,"NTHL1;UNG;TDG"
"70","Base-Excision Repair, AP Site Formation Homo sapiens R-HSA-73929",0.0856633549165072,0.36611353649504,-0.643498273878021,-1.38485032398872,16338,4,"NTHL1;UNG;MPG;TDG"
"71","Displacement of DNA glycosylase by APEX1 Homo sapiens R-HSA-110357",0.52664876850299,0.880683159454144,0.525731202220936,0.972122518680896,448432,5,"APEX1;TDG;MPG;UNG"
"72","Catabolism of glucuronate to xylulose-5-phosphate Homo sapiens R-HSA-5661270",0.403833274433387,0.796839919525396,0.602317653001147,1.06036121884608,326814,4,"SORD;DCXR"
"73","Fructose metabolism Homo sapiens R-HSA-5652084",0.40882164684251,0.802380618869566,0.600231452812721,1.05668852925524,330851,4,"ALDOB;SORD;KHK"
"74","Ethanol oxidation Homo sapiens R-HSA-71384",0.865760712688827,0.978701027233691,0.366260353948576,0.704255199016532,764825,6,"ALDH2;ALDH1B1;ALDH1A1;ADH5;ACSS2"
"75","Signaling by Retinoic Acid Homo sapiens R-HSA-5362517",0.127901524268758,0.458080398354285,0.539707611691423,1.25375366821188,127106,20,"CPT1A;PDHB;DHRS3;PDK2;DLAT;RDH10;DHRS4"
"76","RA biosynthesis pathway Homo sapiens R-HSA-5365859",0.348158856858255,0.738457978811746,0.555217767762865,1.1013645343551,315965,7,"DHRS3;RDH10;DHRS4"
"77","Vitamin D (calciferol) metabolism Homo sapiens R-HSA-196791",0.84252379011961,0.978680933152014,-0.578281375819625,-0.771211484511327,421790,1,"LGMN"
"78","The retinoid cycle in cones (daylight vision) Homo sapiens R-HSA-2187335",0.136488884082872,0.479154244841769,0.931899229264926,1.24275438115836,68158,1,"DHRS3"
"79","Retinoid cycle disease events Homo sapiens R-HSA-2453864",0.035861549080869,0.22087113074075,0.927552512862942,1.40112627270735,23690,2,"TTR;NAPEPLD"
"80","Diseases associated with visual transduction Homo sapiens R-HSA-2474795",0.035861549080869,0.22087113074075,0.927552512862942,1.40112627270735,23690,2,"TTR;NAPEPLD"
"81","The canonical retinoid cycle in rods (twilight vision) Homo sapiens R-HSA-2453902",0.0843844394022671,0.363198522807419,0.73846606177241,1.36548769579948,71851,5,"TTR;RDH10"
"82","Visual phototransduction Homo sapiens R-HSA-2187338",0.0369168129393189,0.224310272822436,0.57451372786684,1.3690929528116,36847,26,"TTR;CALM1;NMT1;LDLR;APOB;DHRS3;RDH10;NMT2"
"83","Retinoid metabolism and transport Homo sapiens R-HSA-975634",0.0561969546001669,0.290252340952441,0.631658910763226,1.39163357335748,54764,13,"TTR;LDLR;APOB;GPC4"
"84","Metabolism of fat-soluble vitamins Homo sapiens R-HSA-6806667",0.171255245402403,0.538067896128796,0.535747467395257,1.22212272228677,169323,17,"TTR;LDLR;APOB;VKORC1;GPC4"
"85","HS-GAG degradation Homo sapiens R-HSA-2024096",0.537841134937646,0.880683159454144,0.451464120346074,0.97033499367487,517151,11,"GLB1;IDS;GPC4"
"86","Defective EXT2 causes exostoses 2 Homo sapiens R-HSA-3656237",0.903696370102081,0.97883815805023,0.360192270892461,0.666026699785306,769482,5,"GPC4;SDC2"
"87","Defective EXT1 causes exostoses 1, TRPS2 and CHDS Homo sapiens R-HSA-3656253",0.903696370102081,0.97883815805023,0.360192270892461,0.666026699785306,769482,5,"GPC4;SDC2"
"88","Diseases associated with glycosaminoglycan metabolism Homo sapiens R-HSA-3560782",0.978467651103955,0.999998999902991,0.281555765882995,0.541382952859869,864392,6,"GPC4;SDC2;PRELP"
"89","Defective B3GALT6 causes EDSP2 and SEMDJL1 Homo sapiens R-HSA-4420332",0.903696370102081,0.97883815805023,0.360192270892461,0.666026699785306,769482,5,"GPC4;SDC2"
"90","Defective B4GALT7 causes EDS, progeroid type Homo sapiens R-HSA-3560783",0.903696370102081,0.97883815805023,0.360192270892461,0.666026699785306,769482,5,"GPC4;SDC2"
"91","Defective B3GAT3 causes JDSSDHD Homo sapiens R-HSA-3560801",0.903696370102081,0.97883815805023,0.360192270892461,0.666026699785306,769482,5,"GPC4;SDC2"
"92","A tetrasaccharide linker sequence is required for GAG synthesis Homo sapiens R-HSA-1971475",0.992961845079382,0.999998999902991,-0.200437485609026,-0.578616280206826,73362,8,"AGRN;SDC4;B3GALT6;SDC1;B3GAT3;GXYLT1;SDC2;GPC4"
"93","Heparan sulfate/heparin (HS-GAG) metabolism Homo sapiens R-HSA-1638091",0.937682691834585,0.993180928285527,0.284107742316207,0.666502259065126,933810,22,"GLB1;HS6ST1;IDS;GPC4;NDST2;SDC2;HPSE;HS3ST1;EXT2;GXYLT1;B3GAT3;HS2ST1"
"94","HS-GAG biosynthesis Homo sapiens R-HSA-2022928",0.950118981774599,0.994012182780532,0.275519028677772,0.60700723740847,925908,13,"HS6ST1;GPC4;NDST2;SDC2;HS3ST1;EXT2"
"95","Metabolism of carbohydrates Homo sapiens R-HSA-71387",0.541110458889541,0.880683159454144,0.373203449729579,0.987953840278275,541110,156,"HK2;UBA52;PGLS;CALM1;ST3GAL4;SLC5A3;SLC25A1;ENO1;ALDOB;SLC26A2;PGM2;UBB;PCK2;MAN2B1;SLC25A10;GALK1;MGAM;CHP1;SORD;B4GALT1;PPP2CB;GALE;GLB1;FBP2;B4GALT5;HS6ST1;G6PC3;IDS;ALDOA;UBC;GPC4;TPI1;PPP2R1A;PAPSS1;NUP88;PKM;NUP62;SLC35B2;DCXR;B3GNT3;HK1;MANBA;SLC25A13;PGK1;PFKP;KHK;ST3GAL6;PYGB;ST3GAL3;NUP35;MDH1;PGM1;SLC5A1;NDST2;SLC35B3;PRKACA;SLC2A1"
"96","Glycosaminoglycan metabolism Homo sapiens R-HSA-1630316",0.821272101979365,0.978021685057482,0.339218870565412,0.845789599382156,821244,47,"ST3GAL4;SLC26A2;CHP1;B4GALT1;GLB1;B4GALT5;HS6ST1;IDS;GPC4;PAPSS1;SLC35B2;B3GNT3;ST3GAL6;ST3GAL3;NDST2;SLC35B3"
"97","Chondroitin sulfate/dermatan sulfate metabolism Homo sapiens R-HSA-1793185",0.964294318893654,0.999998999902991,-0.186059907834101,-0.667789750823611,20011,14,"AGRN;SDC4;CHST15;ARSB;B3GALT6;CHPF2;SDC1;B3GAT3;GXYLT1;HEXA;SDC2;HEXB;GPC4;IDS"
"98","Chondroitin sulfate biosynthesis Homo sapiens R-HSA-2022870",0.18333176198838,0.558150565128553,-0.751610676484123,-1.23448366483956,62224,2,"CHST15;CHPF2"
"99","CS/DS degradation Homo sapiens R-HSA-2024101",0.949672672813679,0.994012182780532,0.348385215653961,0.613321177053539,768552,4,"IDS;HEXB;HEXA"
"100","Keratan sulfate biosynthesis Homo sapiens R-HSA-2022854",0.398319142452729,0.794641404157141,0.494599993593068,1.0630472279543,382996,11,"ST3GAL4;B4GALT1;B4GALT5;B3GNT3;ST3GAL6;ST3GAL3"
"101","Keratan sulfate/keratin metabolism Homo sapiens R-HSA-1638074",0.622020733821028,0.906813704153963,0.409865771204913,0.92073959806484,611525,15,"ST3GAL4;B4GALT1;GLB1;B4GALT5;B3GNT3;ST3GAL6;ST3GAL3;HEXB;B4GALT6;PRELP;HEXA;GNS"
"102","Keratan sulfate degradation Homo sapiens R-HSA-2022857",0.755930821953202,0.966750799231201,0.433766831626194,0.80207243378239,643662,5,"GLB1;HEXB;PRELP;HEXA;GNS"
"103","Defective CHST6 causes MCDC1 Homo sapiens R-HSA-3656225",0.894458560048579,0.978701027233691,-0.552398481536869,-0.736693365550705,447790,1,"PRELP"
"104","Defective ST3GAL3 causes MCT12 and EIEE15 Homo sapiens R-HSA-3656243",0.894458560048579,0.978701027233691,-0.552398481536869,-0.736693365550705,447790,1,"PRELP"
"105","Defective B4GALT1 causes B4GALT1-CDG (CDG-2d) Homo sapiens R-HSA-3656244",0.894458560048579,0.978701027233691,-0.552398481536869,-0.736693365550705,447790,1,"PRELP"
"106","Diseases of glycosylation Homo sapiens R-HSA-3781865",0.0122511562894764,0.0939255315526526,0.6674072061686,1.5224589220033,12112,17,"MUC2;MUC13;ADAMTS15;SEMA5A;NOTCH1"
"107","Diseases associated with O-glycosylation of proteins Homo sapiens R-HSA-3906995",0.00569195233028924,0.0515212899310673,0.758514339367408,1.63028017847393,5472,11,"MUC2;MUC13;ADAMTS15;SEMA5A;NOTCH1"
"108","Defective B3GALTL causes Peters-plus syndrome (PpS) Homo sapiens R-HSA-5083635",0.0821443003097998,0.355558870247581,0.821586094952421,1.35586363623621,61594,3,"ADAMTS15;SEMA5A"
"109","O-glycosylation of TSR domain-containing proteins Homo sapiens R-HSA-5173214",0.239747084452638,0.613970917316972,0.675842195021066,1.18979885462328,194022,4,"ADAMTS15;SEMA5A;POFUT2"
"110","O-linked glycosylation Homo sapiens R-HSA-5173105",0.0719760493421974,0.329193083929653,0.527929682786897,1.28023879159839,71931,32,"MUC2;MUC13;ST3GAL4;ADAMTS15;SEMA5A;GALNT4;B4GALT5;ST6GALNAC4;B3GNT5;MUC3A;GALNT7"
"111","O-linked glycosylation of mucins Homo sapiens R-HSA-913709",0.0620802190653838,0.309557772444593,0.556143463334296,1.32063991043517,61936,25,"MUC2;MUC13;ST3GAL4;GALNT4;B4GALT5;ST6GALNAC4;B3GNT5;MUC3A;GALNT7"
"112","Termination of O-glycan biosynthesis Homo sapiens R-HSA-977068",0.00744071239071352,0.0644278155242959,0.794198054808752,1.61614508207076,6890,8,"MUC2;MUC13;ST3GAL4"
"113","Defective GALNT12 causes colorectal cancer 1 (CRCS1) Homo sapiens R-HSA-5083636",0.00917603505329415,0.0742149648266428,0.887236661817875,1.56195214176852,7425,4,"MUC2;MUC13"
"114","Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC) Homo sapiens R-HSA-5083625",0.00917603505329415,0.0742149648266428,0.887236661817875,1.56195214176852,7425,4,"MUC2;MUC13"
"115","Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS) Homo sapiens R-HSA-5083632",0.00643412212833153,0.0570543841741206,0.842886756636441,1.62072518672535,5683,6,"MUC2;MUC13"
"116","Elastic fibre formation Homo sapiens R-HSA-1566948",0.816409291461199,0.978021685057482,-0.286865431103948,-0.783361064721394,75494,7,"ITGB5;MFAP3;ITGAV;ITGB1;FURIN;ITGB6;BMP2"
"117","Molecules associated with elastic fibres Homo sapiens R-HSA-2129379",0.880003430678846,0.978701027233691,-0.28683241252302,-0.733579789294323,102603,6,"ITGB5;MFAP3;ITGAV;ITGB1;ITGB6;BMP2"
"118","ECM proteoglycans Homo sapiens R-HSA-3000178",0.224271763625741,0.602412975939464,-0.36480884385076,-1.15229948023806,10747,10,"AGRN;ITGB5;LRP4;LAMB2;ITGAV;DAG1;ITGB1;ITGA2;PTPRS;ITGB6"
"119","Integrin cell surface interactions Homo sapiens R-HSA-216083",0.0816556948840843,0.355558870247581,0.593928396510605,1.33422557213022,80277,15,"CDH1;F11R;ITGA1;CD47;ITGA6"
"120","Syndecan interactions Homo sapiens R-HSA-3000170",0.879342526928669,0.978701027233691,0.321013413553488,0.707237776887119,856935,13,"TRAPPC4;ITGA6;ITGB4;ACTN1;SDC2"
"121","Non-integrin membrane-ECM interactions Homo sapiens R-HSA-3000171",0.509160322973558,0.880683159454144,0.423594753447896,0.993731666020327,507057,22,"TTR;LAMB3;TRAPPC4;ITGA6"
"122","Laminin interactions Homo sapiens R-HSA-3000157",0.203002275023685,0.581146323879668,0.574136759366332,1.21511324603641,193273,10,"ITGA1;LAMB3;ITGA6;ITGB4;ITGA3"
"123","Type I hemidesmosome assembly Homo sapiens R-HSA-446107",0.182852653454306,0.558150565128553,0.62620970754019,1.24218856635765,165944,7,"LAMB3;CD151;ITGA6;ITGB4"
"124","Anchoring fibril formation Homo sapiens R-HSA-2214320",0.256982792026932,0.640662786027856,0.775243234262518,1.1710535502849,169768,2,"LAMB3;LAMC2"
