"","pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"25","Glutamate Neurotransmitter Release Cycle Homo sapiens R-HSA-210500",0.752709516301447,0.907443413591917,-0.296102367687467,-0.764437896199005,492195,8,"VAMP2;PPFIA1"
"26","Neurotransmitter Release Cycle Homo sapiens R-HSA-112310",0.234064879666797,0.53583748502259,0.310806525582707,1.18710328448181,65132,18,"HSPA8;ABAT;UNC13B;LIN7C;RAB3A;ALDH5A1;SLC22A1;SYN2;ARL6IP5;NAAA;MAOA;CASK"
"27","GABA synthesis, release, reuptake and degradation Homo sapiens R-HSA-888590",0.241512971429043,0.546933990682386,0.504312499060066,1.24745998214454,87852,6,"HSPA8;ABAT;RAB3A;ALDH5A1"
"28","Creatine metabolism Homo sapiens R-HSA-71288",0.859520858846219,0.961921529727145,0.384217971941906,0.702704923158415,351635,3,"GATM;SLC6A8"
"29","Na+/Cl- dependent neurotransmitter transporters Homo sapiens R-HSA-442660",0.764706784208509,0.913514765945567,0.355572924604153,0.738685255956886,299267,4,"SLC6A14;SLC6A6;SLC22A1"
"30","Amine compound SLC transporters Homo sapiens R-HSA-425428",0.828046839037833,0.941951272846747,-0.270702522911918,-0.698863939274432,541458,8,"SLC44A2;SLC44A3;SLC6A7"
"31","Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds Homo sapiens R-HSA-425366",0.847874316408593,0.956376240424099,-0.188341708898976,-0.710907973737974,671479,34,"SLC30A6;SLC2A13;SLC2A8;SLC44A2;SLC39A14;SLC5A9;SLC41A1;SLC44A3;SLC6A7;SLC39A3"
"32","SLC-mediated transmembrane transport Homo sapiens R-HSA-425407",0.749407523344824,0.907130290938135,-0.184349994441281,-0.835397922822367,692833,103,"SLC15A4;SLC9A1;NUP35;SLC30A6;NUP62;NUP93;NUP214;NUP210;SLC28A3;SLC2A13;NUP88;SLC25A26;SLC2A8;SLC35B4;SLC17A5;SLC44A2;SLC9A8;SLC7A7;NUP54;SLC27A4;SLC3A2;SLC39A14;SLC5A9;SLC20A2;SLC41A1;SLC35D1;SLC44A3;SLC6A7;SLC4A4;SLC39A3"
"33","Transmembrane transport of small molecules Homo sapiens R-HSA-382551",0.961895036244279,0.990126310871558,-0.141644400866888,-0.684431927229133,947582,229,"PEX3;CLCN3;SLC15A4;MMGT1;SLC9A1;CAMK2G;NUP35;SLC30A6;PRKACB;NIPAL2;NUP62;NUP93;NUP214;NUP210;ATP6V0A1;SLC28A3;SLC2A13;NUP88;SLC25A26;RAB11FIP2;ABCD1;SLC2A8;ATP8A2;CAMK2B;SLC35B4;SLC17A5;SLC44A2;ATP9B;SLC9A8;SLC7A7;ATP11C;NUP54;SLC27A4;ATP2C1;WNK4;CLCN5;SLC3A2;SLC39A14;WWP1;ADD3;SLC5A9;MCOLN1;ABCB7;ATP6V1C1;MRS2;SLC20A2;TRPC4AP;SLC41A1;SLC35D1;SLC44A3;PRKAR1A;SLC6A7;SLC4A4;SLC39A3;STEAP3;PEX19"
"34","Transport of inorganic cations/anions and amino acids/oligopeptides Homo sapiens R-HSA-425393",0.681541214473287,0.875417685606176,0.183765046660405,0.852403369051323,146636,32,"SLC26A2;SLC12A2"
"35","Amino acid transport across the plasma membrane Homo sapiens R-HSA-352230",0.705531785768472,0.890128107798055,0.255536362955916,0.780815382016506,232507,10,"SLC6A14;SLC7A1;SLC38A1;SLC1A5;SLC6A6"
"36","Amino acid and oligopeptide SLC transporters Homo sapiens R-HSA-425374",0.379937015022768,0.687905640976033,-0.347783857882277,-1.07626676090962,267828,15,"SLC15A4;SLC17A5;SLC7A7;SLC3A2"
"37","Organic anion transporters Homo sapiens R-HSA-428643",0.42946496263403,0.730374555692834,-0.548172489281937,-1.03011700965684,253775,3,"SLC17A5"
"38","Zinc influx into cells by the SLC39 gene family Homo sapiens R-HSA-442380",0.769430133248671,0.916343977461201,-0.318469814704124,-0.751609439790651,489552,6,"SLC39A14;SLC39A3;SLC39A1;SLC39A4;SLC39A5;SLC39A8"
"39","Zinc transporters Homo sapiens R-HSA-435354",0.616946700375118,0.836229781723917,-0.318622174381055,-0.879181176651565,413634,10,"SLC30A6;SLC39A14;SLC39A3;SLC39A1;SLC30A1;SLC39A4;SLC30A7;SLC30A5;SLC39A5;SLC39A8"
"40","Metal ion SLC transporters Homo sapiens R-HSA-425410",0.9713077894259,0.992203376845889,-0.166274780062477,-0.514561026634472,684703,15,"SLC30A6;SLC39A14;SLC41A1;SLC39A3"
"41","Zinc efflux and compartmentalization by the SLC30 family Homo sapiens R-HSA-435368",0.603206626831637,0.829253059402193,-0.432101250982943,-0.893010308171175,367157,4,"SLC30A6"
"42","Organic cation/anion/zwitterion transport Homo sapiens R-HSA-549132",0.36427633846402,0.674483987696903,0.595960803059273,1.08996616738822,149027,3,"RUNX1;SLC22A1;SLC22A18"
"43","Organic cation transport Homo sapiens R-HSA-549127",0.36427633846402,0.674483987696903,0.595960803059273,1.08996616738822,149027,3,"RUNX1;SLC22A1;SLC22A18"
"44","Abacavir transmembrane transport Homo sapiens R-HSA-2161517",0.549562678962392,0.80294751878,0.604954189946014,0.954310751861446,246241,2,"SLC22A1;ABCG2"
"45","Abacavir transport and metabolism Homo sapiens R-HSA-2161522",0.747793535198671,0.905968793261271,0.36636353644199,0.761102221130028,292648,4,"SLC22A1;GUK1;PCK1;ABCG2"
"46","Abacavir metabolism Homo sapiens R-HSA-2161541",0.918406835302686,0.974689878562043,-0.415581311984705,-0.674571909647921,506921,2,"PCK1;GUK1"
"47","Cation-coupled Chloride cotransporters Homo sapiens R-HSA-426117",0.543026640952122,0.796944382334521,0.525334608030593,0.960796324812236,222155,3,"SLC12A2;SLC12A6;SLC12A7"
"48","Na+-dependent glucose transporters Homo sapiens R-HSA-428808",0.97757364886819,0.995839730888565,-0.286424444377567,-0.538244253230099,577659,3,"SLC5A9"
"49","Inositol transporters Homo sapiens R-HSA-429593",0.513725670593763,0.779591945478371,-0.464059657095012,-0.959057758915365,312692,4,"SLC2A13;SLC5A9"
"50","Sodium-coupled phosphate cotransporters Homo sapiens R-HSA-427652",0.942783690063374,0.982513162864223,-0.39813060641658,-0.646245910763191,520376,2,"SLC20A2"
"51","Amino acid synthesis and interconversion (transamination) Homo sapiens R-HSA-70614",0.674757571533821,0.870603150709018,0.238038885470994,0.827619589265822,203321,14,"OAT;PHGDH;GLUL;GLUD1;ALDH18A1;ASNS;PYCRL;GOT1"
"52","Transport of vitamins, nucleosides, and related molecules Homo sapiens R-HSA-425397",0.855943143290823,0.960693158554501,-0.218996702004811,-0.677716535068139,603379,15,"SLC28A3;SLC35B4;SLC27A4;SLC35D1"
"53","Transport of nucleotide sugars Homo sapiens R-HSA-727802",0.845918264160756,0.955634447309772,0.23923739234965,0.667954011915762,292784,8,"SLC35A3;SLC35A1;SLC35B2;SLC35A2;SLC35C1"
"54","Transport of fatty acids Homo sapiens R-HSA-804914",0.429242804706155,0.730374555692834,-0.636367429727946,-1.03295210811866,236923,2,"SLC27A4"
"55","Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane Homo sapiens R-HSA-83936",0.592392899459741,0.818781547422291,-0.56431178512838,-0.915991329621887,326975,2,"SLC28A3"
"56","Disorders of transmembrane transporters Homo sapiens R-HSA-5619115",0.482784122935714,0.759287626637944,0.758781362007168,1.01147584485535,241533,1,"CFTR"
"57","Surfactant metabolism Homo sapiens R-HSA-5683826",0.0164202931602845,0.105548783982265,0.611804363232815,1.79246468933052,5543,9,"DMBT1;GATA6;CTSH;ZDHHC2;CSF2RA"
"58","Diseases associated with surfactant metabolism Homo sapiens R-HSA-5687613",0.893030429691988,0.971212381782649,0.354895791328597,0.649076925044293,365344,3,"CSF2RA;CCDC59"
"59","Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5) Homo sapiens R-HSA-5688849",0.224771834161513,0.52310732805512,0.88805256869773,1.1837978199984,112451,1,"CSF2RA"
"60","Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4) Homo sapiens R-HSA-5688890",0.224771834161513,0.52310732805512,0.88805256869773,1.1837978199984,112451,1,"CSF2RA"
"61","ABC transporter disorders Homo sapiens R-HSA-5619084",0.482784122935714,0.759287626637944,0.758781362007168,1.01147584485535,241533,1,"CFTR"
"62","ABC transporters in lipid homeostasis Homo sapiens R-HSA-1369062",0.267144882389737,0.58343808142091,-0.502596791842113,-1.18616106053249,169971,6,"PEX3;ABCD1;PEX19"
"63","ABC-family proteins mediated transport Homo sapiens R-HSA-382556",0.988531027984677,0.999419104808143,-0.14069010602608,-0.463152493682786,718666,19,"PEX3;ABCD1"
"64","Cytosolic iron-sulfur cluster assembly Homo sapiens R-HSA-2564830",0.485151128711099,0.759287626637944,-0.357340304986031,-0.986016966373851,325271,10,"MMS19;ABCB7;ERCC2"
"65","POLB-Dependent Long Patch Base Excision Repair Homo sapiens R-HSA-110362",0.289951496990782,0.605402274567987,0.449030158435393,1.18548110444461,102761,7,"APEX1;FEN1;LIG1;POLB;PARP1"
"66","APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway Homo sapiens R-HSA-5649702",0.849635640781279,0.957629144892835,-0.312911513603096,-0.695754933745405,529565,5,"PNKP"
"67","Cleavage of the damaged pyrimidine Homo sapiens R-HSA-110329",0.497350811678444,0.763658821078993,-0.470107974828654,-0.971557630348161,302725,4,"NTHL1;TDG"
"68","Recognition and association of DNA glycosylase with site containing an affected pyrimidine Homo sapiens R-HSA-110328",0.497350811678444,0.763658821078993,-0.470107974828654,-0.971557630348161,302725,4,"NTHL1;TDG"
"69","Depyrimidination Homo sapiens R-HSA-73928",0.497350811678444,0.763658821078993,-0.470107974828654,-0.971557630348161,302725,4,"NTHL1;TDG"
"70","Base-Excision Repair, AP Site Formation Homo sapiens R-HSA-73929",0.251715905699791,0.558862463333473,-0.539677430595279,-1.19996618419091,156890,5,"NTHL1;TDG;MPG"
"71","Displacement of DNA glycosylase by APEX1 Homo sapiens R-HSA-110357",0.456745262112301,0.750244801268824,-0.426796643115047,-1.00726778810814,290605,6,"NTHL1;TDG;MPG"
"72","Catabolism of glucuronate to xylulose-5-phosphate Homo sapiens R-HSA-5661270",0.00459690813849495,0.0433042636984301,0.856097036635742,1.77849947190219,1798,4,"SORD;AKR1A1"
"73","Fructose metabolism Homo sapiens R-HSA-5652084",0.318967675993356,0.637069768062714,0.554477207391707,1.15189911695436,124827,4,"SORD;KHK;ALDOB;ALDH1A1"
"74","Ethanol oxidation Homo sapiens R-HSA-71384",0.0372662270006955,0.185323939679134,0.660462450236787,1.63371020530941,13555,6,"ACSS2;ADH5;ALDH1B1;ACSS1;ALDH2"
"75","Signaling by Retinoic Acid Homo sapiens R-HSA-5362517",0.308152219919335,0.624458593900486,-0.341477623801958,-1.13886694274853,225694,20,"PDK3;RARA;RXRB;RDH10;PDK1;RDH14"
"76","RA biosynthesis pathway Homo sapiens R-HSA-5365859",0.730819511651105,0.903443266095505,-0.315278378878302,-0.781232551979309,471819,7,"RDH10;RDH14"
"77","Vitamin D (calciferol) metabolism Homo sapiens R-HSA-196791",0.185751155392834,0.464220204988542,-0.907646356033453,-1.20982349044008,92843,1,"LGMN"
"78","The retinoid cycle in cones (daylight vision) Homo sapiens R-HSA-2187335",0.665822379609067,0.867324872107654,-0.667741935483871,-0.890049162573329,332797,1,"DHRS3"
"79","Retinoid cycle disease events Homo sapiens R-HSA-2453864",0.00803894043104968,0.0622806332342375,0.95500642179772,1.50651555368122,3601,2,"TTR;NAPEPLD"
"80","Diseases associated with visual transduction Homo sapiens R-HSA-2474795",0.00803894043104968,0.0622806332342375,0.95500642179772,1.50651555368122,3601,2,"TTR;NAPEPLD"
"81","The canonical retinoid cycle in rods (twilight vision) Homo sapiens R-HSA-2453902",0.801376062772246,0.928839027087202,0.290453206267092,0.665253022398058,301899,5,"TTR;RDH11"
"82","Visual phototransduction Homo sapiens R-HSA-2187338",0.973241709615285,0.992800967812681,0.127711059141768,0.568103706973035,224339,28,"TTR;SDC4;METAP2;PRKCA;LDLR;RDH11;CALM1;GNB1;RDH16;GPC4;LRP10;RBP2;LRP1;SDC1;FNTA"
"83","Retinoid metabolism and transport Homo sapiens R-HSA-975634",0.0542369393945428,0.225921893753997,0.449071909136171,1.56134451837443,16342,14,"TTR;SDC4;LDLR;RDH11;GPC4;LRP10;RBP2;LRP1;SDC1"
"84","Metabolism of fat-soluble vitamins Homo sapiens R-HSA-6806667",0.646269766065597,0.85395789555526,0.229961048454887,0.860190919490817,183464,17,"TTR;SDC4;LDLR;RDH11;VKORC1;GPC4;LRP10;RBP2;LRP1;SDC1"
"85","HS-GAG degradation Homo sapiens R-HSA-2024096",0.738349329932658,0.903677588464964,-0.282273636231908,-0.778883855532563,495029,10,"SGSH;GUSB"
"86","Defective EXT2 causes exostoses 2 Homo sapiens R-HSA-3656237",0.484971876186204,0.759287626637944,0.434776646978671,0.995810933499151,182701,5,"SDC4;GPC4;SDC1;AGRN;SDC2"
"87","Defective EXT1 causes exostoses 1, TRPS2 and CHDS Homo sapiens R-HSA-3656253",0.484971876186204,0.759287626637944,0.434776646978671,0.995810933499151,182701,5,"SDC4;GPC4;SDC1;AGRN;SDC2"
"88","Diseases associated with glycosaminoglycan metabolism Homo sapiens R-HSA-3560782",0.160014405062665,0.431763129844721,0.547898053949497,1.35527256982671,58206,6,"SDC4;PRELP;GPC4;SDC1;AGRN;SDC2"
"89","Defective B3GALT6 causes EDSP2 and SEMDJL1 Homo sapiens R-HSA-4420332",0.484971876186204,0.759287626637944,0.434776646978671,0.995810933499151,182701,5,"SDC4;GPC4;SDC1;AGRN;SDC2"
"90","Defective B4GALT7 causes EDS, progeroid type Homo sapiens R-HSA-3560783",0.484971876186204,0.759287626637944,0.434776646978671,0.995810933499151,182701,5,"SDC4;GPC4;SDC1;AGRN;SDC2"
"91","Defective B3GAT3 causes JDSSDHD Homo sapiens R-HSA-3560801",0.484971876186204,0.759287626637944,0.434776646978671,0.995810933499151,182701,5,"SDC4;GPC4;SDC1;AGRN;SDC2"
"92","A tetrasaccharide linker sequence is required for GAG synthesis Homo sapiens R-HSA-1971475",0.256388218975713,0.56471933723128,-0.464081186349318,-1.19810337394147,167651,8,"B3GAT3;B3GALT6;GXYLT1"
"93","Heparan sulfate/heparin (HS-GAG) metabolism Homo sapiens R-HSA-1638091",0.0071109484202035,0.0584766261147461,-0.519854944322778,-1.75493611043844,5244,21,"B3GAT3;B3GALT6;HS2ST1;EXT2;SGSH;GUSB;GXYLT1;NDST2;GLCE;NDST1;HS3ST1;EXT1"
"94","HS-GAG biosynthesis Homo sapiens R-HSA-2022928",0.10814175054287,0.340138155553643,-0.468845425793767,-1.39461197152522,74800,13,"HS2ST1;EXT2;NDST2;GLCE;NDST1;HS3ST1;EXT1"
"95","Metabolism of carbohydrates Homo sapiens R-HSA-71387",0.780072366182068,0.922302428128517,-0.177195468411167,-0.831631748025623,747235,147,"B3GAT3;MANBA;GBE1;SLC9A1;NUP35;PRKACB;MAN2C1;NUP62;CHST15;NUP93;NUP214;AGL;NUP210;NUP88;BPGM;GYS1;B4GALT3;B3GALT6;HS2ST1;ARSB;EXT2;SGSH;PPP2R1B;PHKB;NUP54;PGM1;GUSB;SLC25A13;GXYLT1;SLC5A9;GALT;CHPF2;PRPS1;NDST2;GLCE;PHKG2;PFKFB4;NDST1"
"96","Glycosaminoglycan metabolism Homo sapiens R-HSA-1630316",0.335007672041921,0.649983916157481,-0.275344071379325,-1.10441478602575,277715,46,"B3GAT3;SLC9A1;CHST15;B4GALT3;B3GALT6;HS2ST1;ARSB;EXT2;SGSH;GUSB;GXYLT1;CHPF2;NDST2;GLCE;NDST1;GNS;HS3ST1;EXT1"
"97","Chondroitin sulfate/dermatan sulfate metabolism Homo sapiens R-HSA-1793185",0.101189820188728,0.325192766494042,-0.463055522934238,-1.40616260268087,70698,14,"B3GAT3;CHST15;B3GALT6;ARSB;GXYLT1;CHPF2"
"98","Chondroitin sulfate biosynthesis Homo sapiens R-HSA-2022870",0.127886542091971,0.377252484888539,-0.799139682160354,-1.29716415518266,70587,2,"CHST15;CHPF2"
"99","CS/DS degradation Homo sapiens R-HSA-2024101",0.888065427147732,0.971212381782649,-0.319600242327061,-0.660507948641273,540544,4,"ARSB"
"100","Keratan sulfate biosynthesis Homo sapiens R-HSA-2022854",0.43560311888416,0.738718653222908,0.318293540207694,1.00920265711432,140224,11,"PRELP;B3GNT7;B4GALT6;ST3GAL6;B4GALT4;ST3GAL4;B4GALT1"
"101","Keratan sulfate/keratin metabolism Homo sapiens R-HSA-1638074",0.632860343033758,0.845643299825331,0.242270719379859,0.864554111540469,186739,15,"HEXB;PRELP;B3GNT7;B4GALT6;ST3GAL6;B4GALT4;ST3GAL4;B4GALT1;HEXA;GLB1;ST3GAL3"
"102","Keratan sulfate degradation Homo sapiens R-HSA-2022857",0.516328800431081,0.780324429398924,0.421602285094796,0.965636420454341,194514,5,"HEXB;PRELP"
"103","Defective CHST6 causes MCDC1 Homo sapiens R-HSA-3656225",0.0764070726412869,0.281178027319936,0.962007168458781,1.2823812789758,38225,1,"PRELP"
"104","Defective ST3GAL3 causes MCT12 and EIEE15 Homo sapiens R-HSA-3656243",0.0764070726412869,0.281178027319936,0.962007168458781,1.2823812789758,38225,1,"PRELP"
"105","Defective B4GALT1 causes B4GALT1-CDG (CDG-2d) Homo sapiens R-HSA-3656244",0.0764070726412869,0.281178027319936,0.962007168458781,1.2823812789758,38225,1,"PRELP"
"106","Diseases of glycosylation Homo sapiens R-HSA-3781865",0.227385930119098,0.527105652181595,0.320050235657004,1.19717799315504,64550,17,"SDC4;PRELP;SEMA5A;NOTCH1;MUC4"
"107","Diseases associated with O-glycosylation of proteins Homo sapiens R-HSA-3906995",0.710291696436892,0.892680564780748,0.246900604652294,0.78283946980399,228649,11,"SEMA5A;NOTCH1;MUC4"
"108","Defective B3GALTL causes Peters-plus syndrome (PpS) Homo sapiens R-HSA-5083635",0.591142166684718,0.81782074187961,-0.486528574223746,-0.914276746446141,349312,3,"THSD4"
"109","O-glycosylation of TSR domain-containing proteins Homo sapiens R-HSA-5173214",0.507499051220927,0.774061633829735,-0.466346042748742,-0.963782961521446,308902,4,"THSD4;POFUT2"
"110","O-linked glycosylation Homo sapiens R-HSA-5173105",0.870107569608038,0.965911268825816,0.154046515386605,0.721373149106988,183938,33,"ST6GALNAC2;ST6GALNAC4;SEMA5A;CHST4;B3GNT7;MUC4;B3GNT5;POMGNT1;GALNT3;B4GALT6"
"111","O-linked glycosylation of mucins Homo sapiens R-HSA-913709",0.791927688155169,0.926200033555135,0.178078555707967,0.773062771589061,189242,26,"ST6GALNAC2;ST6GALNAC4;CHST4;B3GNT7;MUC4;B3GNT5;GALNT3;B4GALT6"
"112","Termination of O-glycan biosynthesis Homo sapiens R-HSA-977068",0.47007786429366,0.756234553268051,0.348793949845935,0.973837391568933,162700,8,"ST6GALNAC2;ST6GALNAC4;MUC4;MUC3A;ST3GAL4;MUC13;ST3GAL3"
"113","Defective GALNT12 causes colorectal cancer 1 (CRCS1) Homo sapiens R-HSA-5083636",0.993987479238533,0.999419104808143,0.222540934624119,0.462317842216779,388996,4,"MUC4;MUC3A;MUC13"
"114","Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC) Homo sapiens R-HSA-5083625",0.993987479238533,0.999419104808143,0.222540934624119,0.462317842216779,388996,4,"MUC4;MUC3A;MUC13"
"115","Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS) Homo sapiens R-HSA-5083632",0.954379386465289,0.985857162720635,0.222594142259414,0.550605597215894,347165,6,"MUC4;MUC3A;MUC13;C1GALT1C1;C1GALT1"
"116","Elastic fibre formation Homo sapiens R-HSA-1566948",0.459766358324917,0.750244801268824,-0.406118910783569,-1.00632753253585,296826,7,"ITGB5;FURIN"
"117","Molecules associated with elastic fibres Homo sapiens R-HSA-2129379",0.752039279910225,0.907378541006435,-0.324209795439003,-0.765156167001077,478487,6,"ITGB5"
"118","ECM proteoglycans Homo sapiens R-HSA-3000178",0.949287111851879,0.984437953891831,-0.210798659286704,-0.563748178029947,628784,9,"ITGB5"
"119","Integrin cell surface interactions Homo sapiens R-HSA-216083",0.812872200076603,0.933951729810571,-0.23242709076205,-0.71927878897356,573017,15,"ITGB5;COL16A1"
"120","Syndecan interactions Homo sapiens R-HSA-3000170",0.554506473961442,0.80294751878,0.270855692556821,0.916047298393283,170960,13,"SDC4;ACTN1;ITGA6;PRKCA"
"121","Non-integrin membrane-ECM interactions Homo sapiens R-HSA-3000171",0.417576571819085,0.727242047965689,0.248103377240621,1.01784380838602,107540,22,"TTR;SDC4;ACTN1;ITGA6;LAMB2;PRKCA"
"122","Laminin interactions Homo sapiens R-HSA-3000157",0.650150204824761,0.855246739501384,0.26862815452697,0.820818582025253,214256,10,"ITGA6;LAMB2;ITGB1;ITGB4;LAMB3;ITGA3;LAMC2;ITGAV"
"123","Type I hemidesmosome assembly Homo sapiens R-HSA-446107",0.276486903623195,0.592560225009532,0.455000934621615,1.20124450521996,97989,7,"ITGA6;ITGB4;LAMB3;CD151;DST;LAMC2"
"124","Anchoring fibril formation Homo sapiens R-HSA-2214320",0.895685709120693,0.971212381782649,0.460150555621938,0.725884091726385,401328,2,"LAMB3;LAMC2"
"125","Assembly of collagen fibrils and other multimeric structures Homo sapiens R-HSA-2022090",0.15555150963435,0.425323767106765,0.439484130315443,1.34288507957533,51261,10,"ITGA6;CTSB;CTSL;ITGB4;LAMB3;CD151;DST;LAMC2"
"126","Collagen formation Homo sapiens R-HSA-1474290",0.398714894280398,0.708826478720708,0.291101620647262,1.03880940978296,117649,15,"PPIB;P4HB;ITGA6;COLGALT1;CTSB;CTSL"
"127","Collagen biosynthesis and modifying enzymes Homo sapiens R-HSA-1650814",0.55547651216929,0.80294751878,0.405058958666485,0.927745642630282,209262,5,"PPIB;P4HB;COLGALT1"
"128","Extracellular matrix organization Homo sapiens R-HSA-1474244",0.980825284784698,0.997771125917813,0.108940415040775,0.619011612190159,124503,66,"TTR;SDC4;ACTN1;PPIB;BSG;P4HB;ITGA6;CAPN1;COLGALT1;LAMB2"
"129","Degradation of the extracellular matrix Homo sapiens R-HSA-1474228",0.560669773713968,0.803483677144902,-0.254218403640586,-0.933492628571162,435728,30,"CASP3;COL16A1;CAPN7;CAPN8;FURIN"
"130","Collagen degradation Homo sapiens R-HSA-1442490",0.667115964577235,0.867486483973224,-0.296028485845375,-0.839840103440854,452367,11,"COL16A1;FURIN;ADAM17"
"131","Activation of Matrix Metalloproteinases Homo sapiens R-HSA-1592389",0.558514635004874,0.803483677144902,-0.498735683241439,-0.937216151257083,330032,3,"FURIN"
"132","Sodium/Proton exchangers Homo sapiens R-HSA-425986",0.212470653565027,0.506078967714757,-0.5990725199237,-1.23808467209243,129325,4,"SLC9A1;SLC9A8"
"133","Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA Homo sapiens R-HSA-428359",0.929373578468537,0.978966225602816,-0.328197383758172,-0.61674329548538,549177,3,"IGF2BP2"
"134","Hyaluronan uptake and degradation Homo sapiens R-HSA-2160916",0.630425899090615,0.844650757133542,-0.364979074742185,-0.861374313157885,401110,6,"SLC9A1;GUSB"
