"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Brwd3",8.64500462555342e-63,-0.499893343130007,0.051,0.155,2.42042839506245e-58
"Dcaf7",8.89263733095153e-63,-0.719909937525517,0.152,0.285,2.48976059991981e-58
"Rnf20",1.09759881897102e-62,-0.591284115231559,0.148,0.289,3.07305717335506e-58
"Iws1",1.12331926260838e-62,-0.558290379480713,0.12,0.247,3.14506927145093e-58
"Pola1",1.13670541468055e-62,-0.766010578009314,0.028,0.113,3.18254782002259e-58
"Hsdl2",1.16128059227541e-62,-0.732913969048001,0.102,0.218,3.2513534022527e-58
"Bms1",1.23874381776614e-62,-0.461217146525483,0.086,0.208,3.46823494098163e-58
"Eif2ak2",1.32845340185579e-62,-0.5358086196245,0.085,0.204,3.71940383451583e-58
"Wsb2",1.49278739719285e-62,-0.773167827764046,0.18,0.322,4.17950615466054e-58
"Hbegf",1.53874013998572e-62,-27.620553166313,0.242,0.394,4.30816464393203e-58
"Cd151",1.57933850585904e-62,-9.08597853235069,0.484,0.629,4.42183194870414e-58
"Dynlt1f",1.60991454154514e-62,9.6792123579765,0.221,0.365,4.50743873341809e-58
"Inip",1.93678306343471e-62,-0.442521562981027,0.083,0.2,5.42260522100451e-58
"Ube4b",2.12330351347176e-62,-0.642867780211966,0.117,0.242,5.94482517701823e-58
"Zbtb41",2.48345574034591e-62,-0.342448468710483,0.043,0.142,6.95317938182047e-58
"Svbp",2.66625661530624e-62,-2.28791376138713,0.448,0.614,7.46498527153442e-58
"Fam98a",2.82465768302989e-62,-0.944847250022933,0.069,0.181,7.90847658094708e-58
"Mast2",3.01352708798354e-62,-0.600973840049881,0.078,0.19,8.43727314093632e-58
"Usp37",3.08142623732885e-62,-0.467681666423354,0.052,0.154,8.62737717927331e-58
"Gak",3.33946579031325e-62,1.64497526326998,0.121,0.255,9.34983631971904e-58
"Pkp3",3.94131769646159e-62,-0.496171253025312,0.062,0.169,1.10349012865532e-57
"Atad3a",4.2431543990474e-62,-0.62396709750053,0.083,0.195,1.18799836864529e-57
"Emc8",4.40138719969971e-62,-4.38468511267909,0.276,0.424,1.23230038817192e-57
"Psme3",4.4811195267404e-62,-0.97237391476147,0.166,0.293,1.25462384509678e-57
"Rnpep",5.19665885124154e-62,-2.61752194607475,0.25,0.368,1.45496054517061e-57
"Enah",5.67162527980124e-62,-1.0453380827863,0.144,0.287,1.58794164583875e-57
"Aida",5.7024214007546e-62,-0.564869511744235,0.133,0.267,1.59656394378327e-57
"4833439L19Rik",5.79797269394254e-62,-0.826217312196597,0.258,0.405,1.62331639485003e-57
"Tipin",5.88355213901795e-62,-11.1642148290137,0.207,0.337,1.64727692788225e-57
"Samd4b",5.92918523216923e-62,-0.747834894866541,0.152,0.285,1.66005328130274e-57
"Snx5",6.62328335914917e-62,-4.31508435925294,0.293,0.437,1.85438687489458e-57
"Rnf44",6.97847270390077e-62,-0.788892781822006,0.156,0.291,1.95383278763814e-57
"Hyal2",8.01990407891935e-62,-0.843812781494623,0.158,0.304,2.24541274401584e-57
"Gtf2f2",8.41599114132359e-62,-0.925360196694277,0.13,0.256,2.35630919974778e-57
"Rnf149",8.664142271514e-62,-2.0584100473025,0.268,0.414,2.42578655317849e-57
"Vps37a",8.81512162643695e-62,-0.460878431484818,0.141,0.273,2.46805775296982e-57
"Nvl",1.08420879822861e-61,-0.502623223913965,0.115,0.245,3.03556779328047e-57
"Spin1",1.11787057316484e-61,-2.09129305060086,0.231,0.388,3.12981403074692e-57
"Brpf1",1.12410679201855e-61,-0.437774393109346,0.077,0.19,3.14727419629354e-57
"Ubn2",1.16738603335911e-61,-1.67273740118398,0.271,0.423,3.26844741619882e-57
"Lypla2",1.2914349397717e-61,-1.01767439148987,0.2,0.334,3.6157595443728e-57
"Pin4",1.40213901507359e-61,-4.5349065402607,0.487,0.588,3.92570881440303e-57
"Tpd52l1",1.44838066623337e-61,-0.566435429389997,0.037,0.128,4.05517618932019e-57
"Aph1a",1.55924550981241e-61,-1.07894214362087,0.308,0.464,4.3655755783728e-57
"Usp6nl",1.58658577663797e-61,-0.998329919785249,0.087,0.201,4.44212285743097e-57
"Snx2",1.59051389177889e-61,-5.52450787832408,0.338,0.461,4.45312079420253e-57
"Ubfd1",1.69847511485822e-61,-0.652527699624017,0.14,0.265,4.75539062658005e-57
"Armc10",1.70852271612455e-61,-0.624871459919414,0.134,0.262,4.78352190060552e-57
"Dnajc13",1.89290894783462e-61,-0.458738780854523,0.084,0.2,5.29976647214737e-57
"Usp7",2.01230601608698e-61,-0.718463530851618,0.167,0.298,5.63405438384034e-57
"Jak2",2.12784874386236e-61,-0.689198781374312,0.089,0.207,5.95755091306583e-57
"Rlf",2.23098919915468e-61,-0.309589243140589,0.046,0.146,6.24632355979328e-57
"Ppp1r7",2.33849575685152e-61,-0.966067301715316,0.139,0.273,6.54732042003288e-57
"Atf6",2.55969881997917e-61,-0.708236438854867,0.091,0.211,7.16664475617767e-57
"Dnajb12",2.66629400365662e-61,-0.40085528245964,0.076,0.191,7.46508995143781e-57
"Pja2",2.76323432894745e-61,-0.762660799820533,0.228,0.378,7.73650347418708e-57
"Tyms",3.2574486542359e-61,-8.51950647985453,0.095,0.219,9.12020474212969e-57
"Zmiz2",3.40537699277376e-61,-0.64125297765735,0.121,0.245,9.53437450436798e-57
"Tbl1xr1",3.72841690835294e-61,-0.660510011038729,0.117,0.24,1.04388216600066e-56
"Cluh",3.75461448840927e-61,-1.70071519467831,0.066,0.172,1.05121696446483e-56
"0610011F06Rik",3.95124339718782e-61,-9.53705505208432,0.296,0.417,1.10626912634465e-56
"Emd",4.34066388355194e-61,-2.27745211580864,0.318,0.461,1.21529907411687e-56
"Tgfb2",4.36207038302984e-61,-0.737594100447632,0.318,0.489,1.22129246584069e-56
"Ssfa2",4.51910870737201e-61,4.29709169527916,0.061,0.169,1.26526005589001e-56
"Nedd4l",4.77884693920572e-61,-1.33217941864577,0.146,0.267,1.33798156603882e-56
"Rin2",5.19500089709534e-61,-4.59424606056677,0.173,0.313,1.45449635116875e-56
"Zfp266",5.28408543686236e-61,-0.777346369641789,0.176,0.314,1.47943824061272e-56
"Lrrc8a",5.54658492583988e-61,-0.740380791260671,0.148,0.291,1.55293284753665e-56
"Gpalpp1",5.85442465439396e-61,-0.474346261448738,0.08,0.196,1.63912181473722e-56
"Brwd1",5.92979255611918e-61,-0.953247457787454,0.188,0.326,1.66022331986225e-56
"Trp53bp1",6.01275157690656e-61,-0.363191862895196,0.055,0.16,1.6834501865023e-56
"Stap2",6.33563104726225e-61,-1.04815611560326,0.137,0.263,1.77384998061248e-56
"Polr2a",6.56651970961309e-61,-2.19116523676451,0.267,0.405,1.83849418829747e-56
"Pycr2",7.18936135673016e-61,-3.75046718041181,0.185,0.316,2.01287739265731e-56
"Dnaja2",7.20083575729561e-61,-6.7653152247687,0.405,0.55,2.01608999532763e-56
"Arhgap29",7.50826238888523e-61,-4.68164433865468,0.216,0.353,2.10216330364009e-56
"Trappc4",7.56214818498179e-61,-6.72631923184482,0.369,0.501,2.1172502488312e-56
"Parl",7.63682904700899e-61,-1.39903990079699,0.247,0.383,2.13815939658158e-56
"Psmd4",8.38288392389203e-61,-8.18724571349309,0.48,0.607,2.34703984101129e-56
"Ltbp4",8.53908311217373e-61,-11.437758639851,0.201,0.356,2.3907724897464e-56
"Gstm1",9.19385226409004e-61,-29.0065494163747,0.282,0.427,2.57409475689993e-56
"Rhobtb1",1.02325196424235e-60,-0.636384800113739,0.061,0.165,2.86490084948573e-56
"Rbm15b",1.03629365208311e-60,-0.564143576254102,0.093,0.209,2.90141496710228e-56
"Chm",1.04841018626735e-60,-0.363236391593025,0.066,0.175,2.93533883951131e-56
"Usp24",1.09146546979747e-60,-0.390798193032922,0.056,0.161,3.05588502233896e-56
"Pgrmc1",1.09433614959331e-60,7.84263207493001,0.503,0.673,3.06392235163134e-56
"Zfp330",1.21018520411488e-60,-0.694464977340432,0.169,0.299,3.38827653448085e-56
"Apex1",1.21770188628592e-60,-3.14682818971619,0.181,0.31,3.40932174122332e-56
"Nr4a2",1.26715285628373e-60,-2.80040094816994,0.063,0.175,3.54777456702319e-56
"Kdm2a",1.31632925107141e-60,-1.05095832610147,0.18,0.314,3.68545863714974e-56
"Tmem184a",1.40554766132846e-60,-1.11772986065651,0.073,0.183,3.93525234218742e-56
"Rnmt",1.44699098328937e-60,-0.513114577197383,0.091,0.209,4.05128535501358e-56
"Zfhx3",1.45123856358049e-60,-2.12710199995848,0.313,0.459,4.06317773031265e-56
"Tgfa",1.45907714529096e-60,-0.311380071976319,0.026,0.11,4.08512419138563e-56
"Mrpl40",1.70139915499592e-60,-3.15092818961022,0.266,0.402,4.76357735415759e-56
"Eid1",1.97658172244389e-60,-1.54619893408711,0.318,0.479,5.53403350649842e-56
"Tmem63b",2.05407784039073e-60,-2.53995237552926,0.26,0.398,5.75100713752596e-56
"Usp12",2.11912573068645e-60,-0.537410167664239,0.089,0.205,5.93312822077593e-56
"Mcm7",2.18764729808096e-60,-6.05695392948522,0.099,0.218,6.12497490516706e-56
"Tcf3",2.91938283110517e-60,-0.764280341341308,0.256,0.408,8.17368805052824e-56
"Ube2q1",3.09624052183037e-60,-0.828906955612478,0.198,0.336,8.66885421302067e-56
"Yeats4",3.24574170759947e-60,-1.97612917623659,0.339,0.488,9.087427632937e-56
"Btf3l4",3.6179276007143e-60,-4.22427555155732,0.445,0.573,1.01294736964799e-55
"1700123O20Rik",3.750864912839e-60,-1.92187372587198,0.299,0.439,1.05016715829666e-55
"Lpcat3",3.88441985523843e-60,-2.7850761742884,0.221,0.348,1.08755987106966e-55
"Sema3f",4.07412672642344e-60,-0.442004122137745,0.058,0.165,1.14067400086404e-55
"Kpna1",4.22278699479312e-60,-0.485123429412523,0.083,0.191,1.18229590280218e-55
"S100g",4.3386334880246e-60,-83.6474959333648,0.423,0.265,1.21473060397713e-55
"Ripk1",4.42251558284356e-60,-0.378685297691311,0.076,0.189,1.23821591288454e-55
"Pigp",4.81643100764595e-60,3.53386048783539,0.412,0.533,1.34850435352071e-55
"Map4k3",5.01207856770174e-60,-0.976552399377926,0.188,0.327,1.40328175738513e-55
"Rab14",5.04400928956317e-60,-7.05306259484531,0.683,0.783,1.4122217208919e-55
"Cebpb",5.27557053399659e-60,-3.7862747076493,0.322,0.493,1.47705423810837e-55
"Eif3b",5.47225792553693e-60,-4.37329835110067,0.338,0.465,1.53212277399183e-55
"Srek1ip1",5.53989342155302e-60,-3.13839299259055,0.28,0.423,1.55105936016641e-55
"Dync1h1",5.54074172249003e-60,-1.44316867015262,0.285,0.426,1.55129686746276e-55
"Dad1",6.29419192035514e-60,-85.0874390735439,0.839,0.883,1.76224785386103e-55
"Vps29",6.32547967498677e-60,-15.2330667459668,0.466,0.603,1.7710077994028e-55
"Gpbp1l1",6.49476618802418e-60,-0.677953989632928,0.176,0.311,1.81840463732301e-55
"Ywhag",6.53463728937966e-60,-1.55108197300177,0.253,0.401,1.82956774828052e-55
"Larp1",6.79123570622004e-60,-2.23080780058077,0.181,0.311,1.90141017302749e-55
"Gcsh",7.00671240555671e-60,-7.47874502086318,0.185,0.32,1.96173933930777e-55
"Tgfbi",8.64060871660544e-60,80.8197390115768,0.245,0.191,2.41919762847519e-55
"Kdm3b",8.6627393297551e-60,-0.422901498127545,0.078,0.19,2.42539375754483e-55
"Grb2",8.93941022700367e-60,-7.07389262493795,0.245,0.393,2.50285607535649e-55
"Smc4",9.49989818853284e-60,-30.519129796281,0.227,0.368,2.65978149482542e-55
"Myadm",9.72260521475869e-60,-6.33079910836538,0.296,0.449,2.72213500802814e-55
"Dpcd",9.81535869565472e-60,10.4275920241351,0.212,0.366,2.74810412760941e-55
"Ipo8",9.86430427537875e-60,-0.447480553612258,0.074,0.183,2.76180791102054e-55
"Psmb7",1.01541663928467e-59,-14.9827382298531,0.552,0.659,2.84296350666922e-55
"Trove2",1.08292015724593e-59,-0.657687985256618,0.143,0.279,3.03195985625716e-55
"Npm3",1.09231571214246e-59,7.06428208191898,0.327,0.469,3.05826553085646e-55
"Cct4",1.13016813962214e-59,-14.4634861771327,0.47,0.593,3.16424475731406e-55
"Rhoc",1.24061976840991e-59,-25.0374314624577,0.506,0.663,3.47348722759407e-55
"Hddc2",1.27427872035335e-59,-2.44285425159822,0.171,0.298,3.56772556124532e-55
"Tubgcp2",1.41154246974924e-59,-0.500918106581977,0.059,0.163,3.95203660680393e-55
"Gtf2ird1",1.52849026525327e-59,-0.552754062816626,0.107,0.23,4.27946704465609e-55
"Flywch2",1.62451213353545e-59,-0.619088943164102,0.108,0.231,4.54830907147256e-55
"Itgb3bp",1.81384584422125e-59,-1.26025967849894,0.097,0.212,5.07840559465064e-55
"Psmg3",1.83480042731001e-59,-1.26777096284796,0.176,0.305,5.13707423638258e-55
"Plekha5",1.83521331383476e-59,-0.510599968161207,0.104,0.223,5.13823023607457e-55
"Pura",2.09450774823015e-59,-4.00223861605744,0.438,0.58,5.86420279349478e-55
"Creb1",2.10159947323743e-59,-0.909499154693819,0.161,0.297,5.88405820517016e-55
"Trim37",2.11590555147326e-59,-0.300592606298261,0.038,0.132,5.92411236301482e-55
"Ifrd2",2.15627827446361e-59,-0.497208457809069,0.078,0.186,6.03714791284323e-55
"Ralb",2.18289584606072e-59,-0.6466547148883,0.239,0.392,6.11167178980081e-55
"Wdr60",2.42316825271144e-59,-0.399678972391427,0.062,0.17,6.78438647394148e-55
"Stx6",3.16157673015613e-59,-0.679893935212823,0.249,0.397,8.85178252909114e-55
"Bckdk",3.1788690036287e-59,-1.28885128170043,0.231,0.362,8.90019743635963e-55
"Vps26a",3.2774139733493e-59,-0.803423446088535,0.204,0.333,9.17610364258337e-55
"Evi5",3.34726037777936e-59,-0.707037409440808,0.247,0.402,9.37165960570665e-55
"Cux1",3.41045794440662e-59,-1.56450179041155,0.422,0.574,9.54860015274964e-55
"Slco4c1",3.56861949469394e-59,0.726486395780594,0.152,0.051,9.9914208612441e-55
"Appbp2",3.94888666676825e-59,-0.66841801631506,0.195,0.332,1.10560928896178e-54
"Fam135a",4.00566104456224e-59,-0.331467049481722,0.055,0.159,1.12150497925654e-54
"Snx9",4.85143159416479e-59,-0.383592741667983,0.063,0.17,1.35830381773426e-54
"Igf2bp3",4.95126153137601e-59,-1.29408253396399,0.19,0.317,1.38625420355465e-54
"Cdc40",5.39403600943993e-59,-0.500431350149547,0.104,0.228,1.51022220192299e-54
"Hipk3",5.76166193180797e-59,-1.2237527194462,0.196,0.334,1.6131501076676e-54
"Pold3",6.19903562289775e-59,-0.572415180993203,0.065,0.165,1.73560599369891e-54
"Fam20c",8.17034808617506e-59,-0.585349206365302,0.041,0.134,2.28753405716729e-54
"Mrrf",8.31479861315215e-59,-0.510783485022587,0.1,0.219,2.32797731571034e-54
"Arhgap8",8.69543765757226e-59,-0.685624954267852,0.075,0.188,2.43454863536708e-54
"Celsr2",8.81471643996907e-59,-0.3580574511872,0.029,0.113,2.46794430886254e-54
"Rprd2",9.15366133386539e-59,-0.513008875183534,0.118,0.238,2.56284210025563e-54
"Gpatch8",9.24555381869597e-59,-0.828929402257527,0.242,0.386,2.5885701581585e-54
"Ate1",9.9128601615979e-59,-0.568964852756085,0.132,0.259,2.77540258804418e-54
"Nfat5",1.02164080511761e-58,-0.949487579311231,0.238,0.383,2.86038992616829e-54
"Cacul1",1.04342809071006e-58,-0.615322389217837,0.091,0.209,2.92138996837002e-54
"Cstf3",1.11590945988943e-58,-3.36749511611241,0.178,0.316,3.12432330579844e-54
"Eif3m",1.18421362277614e-58,-16.6235726832223,0.572,0.662,3.31556130104862e-54
"Dnajc9",1.18549702137652e-58,-4.88274232514231,0.146,0.271,3.31915456044998e-54
"Pstpip1",1.19034744591401e-58,-0.418823396775116,0.022,0.1,3.33273477907004e-54
"Rbms2",1.20622790502284e-58,-1.09102951464296,0.264,0.4,3.37719688848296e-54
"Polr2i",1.37007609577984e-58,-4.31415641551393,0.46,0.588,3.8359390529644e-54
"Magi3",1.4966568191089e-58,-0.807228780434533,0.148,0.285,4.19033976214109e-54
"Zfyve9",1.55554756543651e-58,-0.378842437095736,0.078,0.193,4.35522207370913e-54
"Ddx41",1.78217359808099e-58,-0.707562387051385,0.121,0.242,4.98972963990716e-54
"Phlda3",2.21317990997736e-58,1.21432492458954,0.222,0.367,6.19646111195462e-54
"Cdk2ap2",2.2817299368527e-58,-25.2937260153425,0.455,0.584,6.38838747720018e-54
"Tfcp2l1",2.4903311661832e-58,-2.27602070775956,0.096,0.216,6.97242919907973e-54
"Zranb1",2.49952987561559e-58,-1.14112161304117,0.225,0.358,6.99818374574854e-54
"Golph3l",2.71924363077546e-58,-0.448390655364987,0.08,0.19,7.61333831744514e-54
"Ythdf3",2.75231072068365e-58,-0.785513898719148,0.165,0.292,7.70591955577008e-54
"Osbpl9",2.77683018275797e-58,-2.11338441273537,0.251,0.392,7.77456914568576e-54
"Ube3b",2.90686398464052e-58,-0.505106429530033,0.107,0.227,8.13863778419653e-54
"Gon4l",2.91716198077613e-58,-0.751196196081073,0.179,0.311,8.16747011377702e-54
"Tmem9",3.14882084662769e-58,-1.78169436358086,0.263,0.401,8.81606860638821e-54
"Pigx",3.35823968997298e-58,-1.33320559399226,0.209,0.342,9.40239948398634e-54
"Brms1",3.7034356255625e-58,-0.611018748000774,0.14,0.265,1.03688790644499e-53
"Golga7",3.90934344102219e-58,-0.829800341427018,0.307,0.459,1.09453797661739e-53
"Tmed9",3.93177689560483e-58,-9.43272437826413,0.683,0.778,1.10081889523144e-53
"Tsr1",4.14053114853042e-58,-0.352430985684168,0.05,0.148,1.15926591096555e-53
"Cenpq",4.16491897542046e-58,-0.80258347023892,0.05,0.147,1.16609401473822e-53
"Ykt6",4.21538994788039e-58,-1.17247464565734,0.185,0.319,1.18022487760755e-53
"Tnip1",4.27017269841137e-58,-0.509576498754098,0.072,0.178,1.19556295210122e-53
"Rcc2",4.32061322659618e-58,-1.26796059162371,0.173,0.306,1.2096852911824e-53
"Map4k5",4.33009621927867e-58,-0.421158786441122,0.103,0.224,1.21234033947364e-53
"Ssr1",4.4014094051176e-58,-4.46682656268628,0.445,0.57,1.23230660524483e-53
"P2rx4",4.82899447034259e-58,-0.5797990522748,0.182,0.31,1.35202187180652e-53
"Maz",5.10884334423792e-58,-2.60774268181901,0.234,0.363,1.43037395951973e-53
"Esam",5.19809872788606e-58,10.3594599450555,0.387,0.23,1.45536368183354e-53
"Zfp322a",5.30649379960816e-58,-0.678482037893028,0.166,0.3,1.48571213401429e-53
"Dnaaf2",5.39732712517236e-58,-0.481858657499363,0.058,0.161,1.51114364850576e-53
"Atic",5.90964525033286e-58,-0.971265002627029,0.102,0.221,1.65458247718819e-53
"Anxa7",6.18080884729908e-58,-3.1961052776567,0.259,0.396,1.7305028610668e-53
"Psmd14",6.27432616832255e-58,-7.10072784433586,0.253,0.387,1.75668584060695e-53
"Uchl5",6.91331382275134e-58,-1.98707262663923,0.163,0.288,1.93558960409392e-53
"Ptpn3",7.1800706543053e-58,-0.424795328902229,0.045,0.138,2.0102761817924e-53
"Smyd2",7.52826345643162e-58,-1.11542025448411,0.112,0.233,2.10776320253172e-53
"Itsn2",7.64180970989063e-58,-0.406629248915987,0.112,0.234,2.13955388257518e-53
"Cops7a",8.6484093611077e-58,-3.65947110708799,0.325,0.45,2.42138165292293e-53
"Acvr2a",8.71192217375579e-58,-0.371165592503626,0.062,0.163,2.43916397020815e-53
"Rab1b",8.89287159909914e-58,-3.40421259008039,0.267,0.404,2.48982619031578e-53
"Mcm3",9.27889646760478e-58,-11.5560951060317,0.061,0.167,2.59790543299999e-53
"Rab11b",9.39606636625035e-58,-8.50516993989813,0.588,0.704,2.63071066122277e-53
"Limch1",9.75873136111868e-58,-7.58324038935574,0.315,0.475,2.73224960648601e-53
"Naa10",1.10310417899128e-57,-4.66473454131444,0.273,0.397,3.0884710803398e-53
"Tbc1d15",1.24009544029334e-57,-0.737245695590311,0.109,0.233,3.4720192137333e-53
"Ccdc58",1.24504424442988e-57,-0.663650678526512,0.167,0.287,3.48587487555476e-53
"Brd1",1.29879908529853e-57,-0.430908547250779,0.076,0.185,3.63637767901883e-53
"Lyar",1.40864294963449e-57,0.786458256649881,0.217,0.358,3.94391853038664e-53
"Mrps18b",1.4567335807508e-57,-1.9726489295029,0.15,0.273,4.07856267938608e-53
"Pmp22",1.52910850655202e-57,242.360196757421,0.525,0.438,4.28119799664433e-53
"Mcm5",1.58033202903119e-57,-1.77310216961926,0.045,0.14,4.42461361488153e-53
"Ppp1r12a",1.67271556239295e-57,-1.34226573198043,0.247,0.388,4.68326903158779e-53
"Capn7",1.68108520186067e-57,-0.430686931176732,0.073,0.181,4.70670234816951e-53
"Psmb5",1.89666686558277e-57,-21.3992235495632,0.613,0.698,5.31028789025865e-53
"Kcnq1ot1",2.03768464299162e-57,-1.95610838784885,0.373,0.513,5.70510946344794e-53
"Osbpl8",2.26030170735078e-57,-0.571610841567817,0.07,0.177,6.32839272024071e-53
"Tssc4",2.49522464147859e-57,-1.80319400031588,0.207,0.333,6.98612995121176e-53
"Cnih1",2.57160296897606e-57,-2.37708969779117,0.4,0.537,7.19997399253917e-53
"Otub1",2.68043445799828e-57,-4.66696584228079,0.228,0.363,7.50468039550358e-53
"Epb41l5",2.81789921175101e-57,1.1915753011153,0.191,0.337,7.88955421306048e-53
"Slc25a5",3.01540890268875e-57,-46.3050438667006,0.799,0.871,8.44254184574796e-53
"Nifk",3.08585266514712e-57,-0.754826735271328,0.174,0.306,8.63977029187891e-53
"Ndufs8",3.32794807040983e-57,-12.2146690814568,0.551,0.642,9.31758900753344e-53
"Mrps23",3.46211291545001e-57,-1.08497613918226,0.27,0.408,9.69322374067695e-53
"Fosb",3.80347072477028e-57,-5.70477341902714,0.284,0.151,1.06489573352118e-52
"Ankle2",3.84328301033891e-57,-0.365343542144775,0.078,0.187,1.07604237723469e-52
"0610010F05Rik",3.95578658990138e-57,-0.358265596000818,0.046,0.141,1.10754112944059e-52
"Ylpm1",4.53147887852074e-57,-0.531659379370844,0.136,0.263,1.26872345640824e-52
"Ppic",4.62019743818132e-57,-28.3131683217419,0.806,0.891,1.29356287874201e-52
"Dtl",5.36298107722678e-57,-1.68085198857772,0.03,0.113,1.50152744200195e-52
"Morn2",5.45719336515897e-57,5.29167360228455,0.111,0.238,1.52790499837721e-52
"Ccdc181",5.74905388314703e-57,-1.47011525988604,0.051,0.151,1.60962010620351e-52
"Dnajc25",5.97878638259843e-57,-0.715177883636659,0.159,0.291,1.67394061139991e-52
"Gxylt1",6.17868733674622e-57,-0.471640481288119,0.085,0.199,1.72990888054221e-52
"Pard3",6.36967480054091e-57,-0.632795007284524,0.185,0.32,1.78338155065544e-52
"Tsfm",7.13794233192277e-57,-2.38477165983018,0.18,0.308,1.99848109409174e-52
"Fam20b",7.78114574525069e-57,-0.470442200019922,0.087,0.198,2.17856518575529e-52
"Pmepa1",8.26308153850528e-57,5.12749529908277,0.251,0.409,2.31349756915071e-52
"Anxa4",8.5906430763501e-57,-8.60429161597368,0.453,0.576,2.4052082485165e-52
"Myh14",8.74219981115169e-57,-5.64407913678553,0.306,0.463,2.44764110312625e-52
"Got2",9.03930555792798e-57,-1.39422047479207,0.223,0.359,2.53082477010868e-52
"Prkar1a",9.66891863292296e-57,-4.4265754497106,0.566,0.703,2.70710383884577e-52
"Metap1",1.0418075782182e-56,-0.636948818000404,0.115,0.234,2.91685285749533e-52
"Chtf8",1.07952709415232e-56,-0.746178595858888,0.167,0.301,3.02245995820766e-52
"Yrdc",1.17344989236896e-56,-1.11739162943995,0.216,0.336,3.28542500865463e-52
"Tm2d3",1.38792145573292e-56,-2.42175173140785,0.232,0.347,3.88590249176103e-52
"Aen",1.39393155205784e-56,-1.03119429805552,0.11,0.228,3.90272955945155e-52
"Sike1",1.43871514818064e-56,-0.74908118313356,0.239,0.388,4.02811467187615e-52
"1110065P20Rik",1.58704022818506e-56,-1.75317955626463,0.297,0.45,4.44339523087253e-52
"Tpx2",1.81254073980845e-56,-14.2681415992938,0.032,0.115,5.07475156331571e-52
"Pbk",1.81750934017296e-56,-11.8947704202701,0.031,0.115,5.08866265061626e-52
"Cav2",1.87198870375868e-56,4.88426447706361,0.348,0.508,5.24119397278354e-52
"Ccdc6",1.88810809606267e-56,-1.63552345678138,0.12,0.241,5.28632504735626e-52
"Klf13",1.8914321895272e-56,-4.84663664323477,0.426,0.581,5.29563184423824e-52
"Rbbp4",2.28148316141865e-56,-3.24149670764017,0.309,0.445,6.38769655533995e-52
"Mgmt",2.4190721814199e-56,-0.687358480050783,0.034,0.116,6.77291829353944e-52
"Cdk2ap1",2.46388471228944e-56,-0.789213856844876,0.198,0.339,6.89838441746799e-52
"Tnpo3",2.52982863370221e-56,-0.538078326196685,0.214,0.354,7.08301420863945e-52
"Mcm4",2.63075886907068e-56,-1.40542627941639,0.055,0.153,7.3655986816241e-52
"Ikbkb",2.69389174223911e-56,-0.609794213264137,0.175,0.314,7.54235809992106e-52
"Usf2",2.73773120260149e-56,-1.10419252818398,0.339,0.477,7.66509982104366e-52
"Shisa4",3.49213291322448e-56,-0.670613302302697,0.217,0.365,9.77727373044589e-52
"Ppih",3.56516579150263e-56,-2.12897092449661,0.132,0.25,9.98175118304908e-52
"Zfand3",3.97504385361069e-56,-0.762452494448238,0.252,0.4,1.11293277813392e-51
"Ube2m",3.99414430481134e-56,-4.15103908028505,0.211,0.339,1.11828052246108e-51
"Gprc5a",4.04833934956273e-56,23.2179376249762,0.339,0.453,1.13345405109057e-51
"Cbr1",4.11548357000926e-56,-29.7806649998651,0.307,0.406,1.15225308993119e-51
"Dhx30",4.27316123739514e-56,-0.900757507205967,0.262,0.409,1.19639968324589e-51
"U2af2",4.6381493784357e-56,-3.62116758295331,0.288,0.425,1.29858906297443e-51
"Ift22",5.08035782226826e-56,30.7246494238246,0.147,0.284,1.42239858307867e-51
"Impa1",5.58316529217431e-56,-1.124396707788,0.193,0.324,1.56317461850296e-51
"Rnf216",5.80659140971625e-56,-0.498293782346426,0.119,0.241,1.62572946289236e-51
"Ube3c",5.86961130949225e-56,-0.48912942695693,0.123,0.243,1.64337377443164e-51
"Acsl3",6.02867188489259e-56,-0.410347283014254,0.056,0.157,1.68790755433223e-51
"Irf2",7.18279363991943e-56,-2.2537638587888,0.298,0.439,2.01103856330464e-51
"Shh",7.38189498666306e-56,0.96240405049657,0.133,0.044,2.06678295836592e-51
"Gas6",7.83678429226456e-56,-35.9816190293751,0.503,0.577,2.19414286614823e-51
"Srek1",7.92908621502585e-56,-0.818091599194365,0.2,0.33,2.21998555848294e-51
"Ppil4",8.06203774201297e-56,-0.709136578465238,0.157,0.284,2.25720932700879e-51
"Asap2",8.44568754814379e-56,-0.636210572616144,0.085,0.2,2.3646235997293e-51
"Pggt1b",8.85439327991397e-56,-0.2588794761281,0.039,0.13,2.47905303051031e-51
"Wnk1",9.52013952286459e-56,8.09186275562168,0.477,0.639,2.66544866361163e-51
"Pdzd11",1.00660900681034e-55,-0.839283722118655,0.259,0.395,2.81830389726759e-51
"Dohh",1.02602491888701e-55,-1.54709382527692,0.223,0.354,2.87266456789985e-51
"Tars",1.08600680997884e-55,-0.679253633451599,0.121,0.247,3.04060186657875e-51
"Nr2c2ap",1.098735684789e-55,0.493018024292574,0.126,0.249,3.07624017027224e-51
"Vamp3",1.11294912404691e-55,-1.65858701325529,0.364,0.514,3.11603495750654e-51
"Nup62",1.18972963680981e-55,-1.08247303838786,0.104,0.217,3.33100503714011e-51
"Thumpd1",1.20588536618512e-55,-0.465458299752258,0.098,0.214,3.37623784824511e-51
